rater,report_date,ticker,decision,gap,net,equity
LLM (DeepSeek),2025-09-03,CRM,BUY,-0.0639,-0.0649,2.2354
LLM (DeepSeek),2025-09-04,AVGO,BUY,0.1623,0.1613,2.596
LLM (DeepSeek),2025-09-09,ORCL,BUY,0.3216,0.3206,3.4283
LLM (DeepSeek),2025-09-18,FDX,HOLD,0.008,0.0,3.4283
LLM (DeepSeek),2025-09-23,MU,BUY,-0.0079,-0.0089,3.3976
LLM (DeepSeek),2025-10-09,PEP,BUY,0.0116,0.0106,3.4338
LLM (DeepSeek),2025-10-09,DAL,BUY,0.0837,0.0827,3.7178
LLM (DeepSeek),2025-10-13,GS,BUY,0.0177,0.0167,3.7798
LLM (DeepSeek),2025-10-13,JNJ,BUY,-0.0047,-0.0057,3.7583
LLM (DeepSeek),2025-10-14,C,BUY,-0.0077,-0.0087,3.7258
LLM (DeepSeek),2025-10-14,BAC,BUY,-0.0002,-0.0012,3.7213
LLM (DeepSeek),2025-10-14,JPM,HOLD,-0.0069,-0.0,3.7213
LLM (DeepSeek),2025-10-15,SCHW,BUY,0.0046,0.0036,3.7348
LLM (DeepSeek),2025-10-15,UAL,BUY,-0.0107,-0.0117,3.6912
LLM (DeepSeek),2025-10-21,NFLX,HOLD,-0.0793,-0.0,3.6912
LLM (DeepSeek),2025-10-21,LMT,BUY,-0.0458,-0.0468,3.5183
LLM (DeepSeek),2025-10-22,TSLA,BUY,-0.0432,-0.0442,3.3627
LLM (DeepSeek),2025-10-22,BCS,BUY,0.0499,0.0489,3.527
LLM (DeepSeek),2025-10-27,UNH,BUY,0.0028,0.0018,3.5332
LLM (DeepSeek),2025-10-28,BKNG,BUY,0.0155,0.0145,3.5846
LLM (DeepSeek),2025-10-28,CAT,BUY,-0.0021,-0.0031,3.5735
LLM (DeepSeek),2025-10-28,PYPL,BUY,0.0849,0.0839,3.8731
LLM (DeepSeek),2025-10-28,V,BUY,-0.0026,-0.0036,3.8591
LLM (DeepSeek),2025-10-29,CVS,BUY,0.0037,0.0027,3.8697
LLM (DeepSeek),2025-10-29,LLY,BUY,0.0088,0.0078,3.8998
LLM (DeepSeek),2025-10-29,META,SELL,-0.1098,0.1088,4.3241
LLM (DeepSeek),2025-10-29,BA,SELL,-0.0088,0.0078,4.3579
LLM (DeepSeek),2025-10-29,MSFT,BUY,-0.0204,-0.0214,4.2644
LLM (DeepSeek),2025-10-29,GOOGL,BUY,0.062,0.061,4.5246
LLM (DeepSeek),2025-10-29,CMG,SELL,-0.2135,0.2125,5.4862
LLM (DeepSeek),2025-10-29,SBUX,BUY,-0.0231,-0.0241,5.3537
LLM (DeepSeek),2025-10-30,AMZN,SELL,0.1222,-0.1232,4.694
LLM (DeepSeek),2025-10-30,AAPL,BUY,0.0206,0.0196,4.786
LLM (DeepSeek),2025-10-30,COIN,BUY,0.0228,0.0218,4.8903
LLM (DeepSeek),2025-10-30,PUM.DE,SELL,0.0199,-0.0209,4.7881
LLM (DeepSeek),2025-10-30,STAN.L,BUY,0.0191,0.0181,4.8749
LLM (DeepSeek),2025-10-31,LIN,HOLD,-0.0114,-0.0,4.8749
LLM (DeepSeek),2025-11-03,PLTR,BUY,-0.0729,-0.0739,4.5145
LLM (DeepSeek),2025-11-04,MAR,BUY,0.0019,0.0009,4.5187
LLM (DeepSeek),2025-11-04,SPOT,BUY,-0.0294,-0.0304,4.3816
LLM (DeepSeek),2025-11-05,NVO,SELL,-0.0263,0.0253,4.4925
LLM (DeepSeek),2025-11-05,MET,BUY,0.0104,0.0094,4.5347
LLM (DeepSeek),2025-11-05,HOOD,BUY,-0.0174,-0.0184,4.4512
LLM (DeepSeek),2025-11-06,ABNB,BUY,0.0412,0.0402,4.6303
LLM (DeepSeek),2025-11-12,DIS,BUY,-0.0025,-0.0035,4.6142
LLM (DeepSeek),2025-11-13,SIE.DE,BUY,-0.0274,-0.0284,4.4833
LLM (DeepSeek),2025-11-19,LOW,SELL,0.0475,-0.0485,4.2657
LLM (DeepSeek),2025-11-19,NVDA,BUY,0.0506,0.0496,4.4771
LLM (DeepSeek),2025-11-19,WMT,BUY,0.0019,0.0009,4.4811
LLM (DeepSeek),2025-11-19,TGT,SELL,-0.0239,0.0229,4.5838
LLM (DeepSeek),2025-11-25,DELL,BUY,0.0608,0.0598,4.858
LLM (DeepSeek),2025-11-25,WDAY,BUY,-0.0785,-0.0795,4.4717
LLM (DeepSeek),2025-12-03,CRM,BUY,0.0208,0.0198,4.5604
LLM (DeepSeek),2025-12-10,ORCL,BUY,-0.1452,-0.1462,3.8935
LLM (DeepSeek),2025-12-11,LULU,SELL,0.094,-0.095,3.5238
LLM (DeepSeek),2025-12-11,AVGO,BUY,-0.065,-0.066,3.2912
LLM (DeepSeek),2025-12-17,GIS,HOLD,0.021,0.0,3.2912
LLM (DeepSeek),2025-12-17,MU,BUY,0.1375,0.1365,3.7404
LLM (DeepSeek),2025-12-18,FDX,BUY,-0.0525,-0.0535,3.5404
LLM (DeepSeek),2026-01-13,BAC,BUY,0.0015,0.0005,3.542
LLM (DeepSeek),2026-01-13,JPM,BUY,-0.0006,-0.0016,3.5364
LLM (DeepSeek),2026-01-13,DAL,BUY,-0.0413,-0.0423,3.3868
LLM (DeepSeek),2026-01-14,C,BUY,0.0139,0.0129,3.4304
LLM (DeepSeek),2026-01-14,GS,BUY,-0.0062,-0.0072,3.4056
LLM (DeepSeek),2026-01-20,SCHW,BUY,0.0034,0.0024,3.4138
LLM (DeepSeek),2026-01-20,NFLX,BUY,-0.0543,-0.0553,3.225
LLM (DeepSeek),2026-01-20,UAL,BUY,0.0311,0.0301,3.3221
LLM (DeepSeek),2026-01-26,BA,BUY,-0.0026,-0.0036,3.3101
LLM (DeepSeek),2026-01-26,UNH,SELL,-0.0065,0.0055,3.3283
LLM (DeepSeek),2026-01-27,MC.PA,HOLD,-0.0565,-0.0,3.3283
LLM (DeepSeek),2026-01-27,SBUX,BUY,0.0688,0.0678,3.554
LLM (DeepSeek),2026-01-28,IBM,BUY,0.0805,0.0795,3.8367
LLM (DeepSeek),2026-01-28,META,BUY,0.1027,0.1017,4.227
LLM (DeepSeek),2026-01-28,TSLA,BUY,0.0147,0.0137,4.2849
LLM (DeepSeek),2026-01-28,CAT,BUY,-0.0015,-0.0025,4.2743
LLM (DeepSeek),2026-01-28,CMCSA,SELL,0.0046,-0.0056,4.2502
LLM (DeepSeek),2026-01-29,AAPL,BUY,-0.012,-0.013,4.1948
LLM (DeepSeek),2026-01-29,LMT,BUY,0.02,0.019,4.2747
LLM (DeepSeek),2026-02-02,PFE,HOLD,-0.0008,-0.0,4.2747
LLM (DeepSeek),2026-02-02,PLTR,BUY,0.117,0.116,4.7706
LLM (DeepSeek),2026-02-03,AMD,BUY,-0.112,-0.113,4.2316
LLM (DeepSeek),2026-02-03,LLY,BUY,-0.0032,-0.0042,4.2137
LLM (DeepSeek),2026-02-03,UBER,BUY,-0.0045,-0.0055,4.1907
LLM (DeepSeek),2026-02-03,PEP,HOLD,0.0091,0.0,4.1907
LLM (DeepSeek),2026-02-03,NVO,SELL,-0.0098,0.0088,4.2276
LLM (DeepSeek),2026-02-03,CMG,SELL,-0.037,0.036,4.3799
LLM (DeepSeek),2026-02-04,GOOGL,BUY,-0.0625,-0.0635,4.1016
LLM (DeepSeek),2026-02-04,MET,BUY,0.0191,0.0181,4.1759
LLM (DeepSeek),2026-02-05,AMZN,SELL,-0.0898,0.0888,4.5465
LLM (DeepSeek),2026-02-10,CVS,HOLD,-0.0264,-0.0,4.5465
LLM (DeepSeek),2026-02-10,KO,HOLD,-0.0172,-0.0,4.5465
LLM (DeepSeek),2026-02-10,F,BUY,0.003,0.002,4.5558
LLM (DeepSeek),2026-02-10,MAR,BUY,0.0565,0.0555,4.8085
LLM (DeepSeek),2026-02-10,SPOT,BUY,0.1156,0.1146,5.3594
LLM (DeepSeek),2026-02-11,MCD,BUY,-0.0074,-0.0084,5.3146
LLM (DeepSeek),2026-02-11,HLT,BUY,-0.006,-0.007,5.2774
LLM (DeepSeek),2026-02-11,KHC,SELL,-0.0441,0.0431,5.5047
LLM (DeepSeek),2026-02-12,ABNB,BUY,0.0905,0.0895,5.9977
LLM (DeepSeek),2026-02-12,COIN,HOLD,0.0894,0.0,5.9977
LLM (DeepSeek),2026-02-12,EXPE,BUY,-0.0671,-0.0681,5.5893
LLM (DeepSeek),2026-02-12,PINS,SELL,-0.2271,0.2261,6.8529
LLM (DeepSeek),2026-02-12,SIE.DE,BUY,0.0599,0.0589,7.2566
LLM (DeepSeek),2026-02-18,WMT,BUY,-0.0056,-0.0066,7.2086
LLM (DeepSeek),2026-02-18,BKNG,BUY,-0.0424,-0.0434,6.8956
LLM (DeepSeek),2026-02-23,STAN.L,BUY,0.0053,0.0043,6.9251
LLM (DeepSeek),2026-02-24,WDAY,HOLD,-0.0819,-0.0,6.9251
LLM (DeepSeek),2026-02-25,LOW,SELL,-0.0443,0.0433,7.225
LLM (DeepSeek),2026-02-25,CRM,BUY,0.0261,0.0251,7.4064
LLM (DeepSeek),2026-02-26,DELL,BUY,0.131,0.13,8.3695
LLM (DeepSeek),2026-02-26,PUM.DE,SELL,0.0,-0.001,8.3611
LLM (DeepSeek),2026-03-04,AVGO,BUY,0.0399,0.0389,8.6861
LLM (DeepSeek),2026-03-10,ORCL,BUY,0.1137,0.1127,9.6651
LLM (DeepSeek),2026-03-17,LULU,SELL,-0.0077,0.0067,9.73
LLM (DeepSeek),2026-03-18,GIS,SELL,-0.0024,0.0014,9.7437
LLM (DeepSeek),2026-03-18,MU,BUY,-0.0796,-0.0806,8.9582
LLM (DeepSeek),2026-03-19,FDX,BUY,0.0694,0.0684,9.5709
LLM (DeepSeek),2026-04-10,GS,HOLD,-0.0004,-0.0,9.5709
LLM (DeepSeek),2026-04-14,JPM,HOLD,-0.0123,-0.0,9.5709
LLM (DeepSeek),2026-04-15,SCHW,HOLD,-0.045,-0.0,9.5709
LLM (DeepSeek),2026-04-16,NFLX,HOLD,-0.1059,-0.0,9.5709
LLM (DeepSeek),2026-04-16,PEP,HOLD,0.0044,0.0,9.5709
LLM (DeepSeek),2026-04-22,IBM,HOLD,-0.0778,-0.0,9.5709
LLM (DeepSeek),2026-04-22,TSLA,HOLD,-0.0316,-0.0,9.5709
LLM (DeepSeek),2026-04-22,CMCSA,HOLD,0.0031,0.0,9.5709
LLM (DeepSeek),2026-04-28,KO,HOLD,0.054,0.0,9.5709
LLM (DeepSeek),2026-04-28,BCS,HOLD,-0.007,-0.0,9.5709
LLM (DeepSeek),2026-04-28,HLT,BUY,-0.0272,-0.0282,9.3013
LLM (DeepSeek),2026-04-28,HOOD,HOLD,-0.119,-0.0,9.3013
LLM (DeepSeek),2026-04-28,SPOT,HOLD,-0.1025,-0.0,9.3013
LLM (DeepSeek),2026-04-28,V,BUY,0.0876,0.0866,10.1068
LLM (DeepSeek),2026-04-29,AMZN,BUY,0.0385,0.0375,10.4859
LLM (DeepSeek),2026-04-29,LLY,BUY,-0.0091,-0.0101,10.3799
LLM (DeepSeek),2026-04-29,META,SELL,-0.0744,0.0734,11.142
LLM (DeepSeek),2026-04-29,F,BUY,-0.0569,-0.0579,10.4974
LLM (DeepSeek),2026-04-29,GOOGL,BUY,0.069,0.068,11.2108
LLM (DeepSeek),2026-04-30,PUM.DE,SELL,0.0105,-0.0115,11.0815
LLM (DeepSeek),2026-05-01,LIN,HOLD,0.0044,0.0,11.0815
LLM (DeepSeek),2026-05-04,PFE,HOLD,-0.0035,-0.0,11.0815
LLM (DeepSeek),2026-05-04,PINS,HOLD,0.1851,0.0,11.0815
LLM (DeepSeek),2026-05-05,AMD,BUY,0.1526,0.1516,12.762
LLM (DeepSeek),2026-05-05,UBER,HOLD,0.0043,0.0,12.762
LLM (DeepSeek),2026-05-05,PYPL,SELL,-0.0996,0.0986,14.0199
LLM (DeepSeek),2026-05-06,CVS,BUY,0.0597,0.0587,14.8433
LLM (DeepSeek),2026-05-06,MAR,BUY,0.0264,0.0254,15.2199
LLM (DeepSeek),2026-05-06,KHC,SELL,0.028,-0.029,14.7784
LLM (DeepSeek),2026-05-06,MET,HOLD,0.0051,0.0,14.7784
LLM (DeepSeek),2026-05-07,ABNB,BUY,-0.0167,-0.0177,14.5174
LLM (DeepSeek),2026-05-07,COIN,SELL,-0.0358,0.0348,15.0228
LLM (DeepSeek),2026-05-07,MCD,SELL,0.0131,-0.0141,14.8108
LLM (DeepSeek),2026-05-07,EXPE,HOLD,-0.0802,-0.0,14.8108
LLM (DeepSeek),2026-05-13,SIE.DE,HOLD,0.0096,0.0,14.8108
LLM (DeepSeek),2026-05-20,LOW,HOLD,-0.0201,-0.0,14.8108
LLM (DeepSeek),2026-05-20,WMT,HOLD,-0.0096,-0.0,14.8108
LLM (DeepSeek),2026-05-20,TGT,HOLD,-0.0553,-0.0,14.8108
LLM (DeepSeek),2026-05-21,LOW,HOLD,-0.0149,-0.0,14.8108
LLM (DeepSeek),2026-06-04,LULU,SELL,-0.116,0.115,16.514
LLM (DeepSeek),2026-06-23,FDX,BUY,-0.0078,-0.0088,16.3689
LLM (DeepSeek),2026-07-01,GIS,SELL,0.0839,-0.0849,14.9793
LLM (DeepSeek),2026-07-09,PEP,SELL,-0.038,0.037,15.534
LLM (DeepSeek),2026-07-13,GS,HOLD,0.0011,0.0,15.534
baseline: always-long,2023-04-25,PEP,BUY,0.0057,0.0047,1.0047
baseline: always-long,2023-07-13,PEP,BUY,0.0144,0.0134,1.0181
baseline: always-long,2023-10-10,PEP,BUY,0.0179,0.0169,1.0353
baseline: always-long,2024-02-09,PEP,BUY,-0.0153,-0.0163,1.0184
baseline: always-long,2024-04-23,PEP,BUY,-0.01,-0.011,1.0073
baseline: always-long,2024-07-11,PEP,BUY,-0.0275,-0.0285,0.9786
baseline: always-long,2024-07-31,MET,BUY,0.0229,0.0219,1.0
baseline: always-long,2024-10-01,NKE,BUY,-0.07,-0.071,0.929
baseline: always-long,2024-10-08,PEP,BUY,0.0031,0.0021,0.931
baseline: always-long,2024-10-23,HLT,BUY,-0.0026,-0.0036,0.9276
baseline: always-long,2024-10-30,MSFT,BUY,-0.0397,-0.0407,0.8898
baseline: always-long,2024-10-30,MET,BUY,-0.0795,-0.0805,0.8182
baseline: always-long,2024-12-19,NKE,BUY,-0.0148,-0.0158,0.8052
baseline: always-long,2025-01-21,NFLX,BUY,0.1475,0.1465,0.9232
baseline: always-long,2025-01-29,MSFT,BUY,-0.0533,-0.0543,0.8731
baseline: always-long,2025-02-04,PEP,BUY,-0.0278,-0.0288,0.848
baseline: always-long,2025-02-05,DIS,BUY,0.0211,0.0201,0.8651
baseline: always-long,2025-02-06,PINS,BUY,0.2173,0.2163,1.0522
baseline: always-long,2025-02-10,MCD,BUY,0.0271,0.0261,1.0796
baseline: always-long,2025-02-12,KHC,BUY,-0.0694,-0.0704,1.0037
baseline: always-long,2025-02-26,NVDA,BUY,0.0284,0.0274,1.0312
baseline: always-long,2025-03-20,NKE,BUY,-0.0734,-0.0744,0.9544
baseline: always-long,2025-04-09,DAL,BUY,0.0289,0.0279,0.9811
baseline: always-long,2025-04-10,JPM,BUY,-0.0185,-0.0195,0.9619
baseline: always-long,2025-04-11,GS,BUY,-0.0057,-0.0067,0.9555
baseline: always-long,2025-04-14,JNJ,BUY,-0.0009,-0.0019,0.9537
baseline: always-long,2025-04-15,C,BUY,0.0152,0.0142,0.9672
baseline: always-long,2025-04-15,BAC,BUY,0.0308,0.0298,0.9961
baseline: always-long,2025-04-15,UAL,BUY,0.0394,0.0384,1.0344
baseline: always-long,2025-04-16,SCHW,BUY,0.026,0.025,1.0602
baseline: always-long,2025-04-17,NFLX,BUY,0.0117,0.0107,1.0715
baseline: always-long,2025-04-22,LMT,BUY,-0.0006,-0.0016,1.0698
baseline: always-long,2025-04-23,BA,BUY,0.0706,0.0696,1.1443
baseline: always-long,2025-04-23,CMG,BUY,0.009,0.008,1.1535
baseline: always-long,2025-04-23,CMCSA,BUY,0.0099,0.0089,1.1638
baseline: always-long,2025-04-24,PEP,BUY,-0.0057,-0.0067,1.156
baseline: always-long,2025-04-28,PFE,BUY,0.0048,0.0038,1.1604
baseline: always-long,2025-04-28,V,BUY,0.0029,0.0019,1.1627
baseline: always-long,2025-04-29,HLT,BUY,0.0135,0.0125,1.1772
baseline: always-long,2025-04-29,PYPL,BUY,0.0222,0.0212,1.2022
baseline: always-long,2025-04-30,HOOD,BUY,0.0409,0.0399,1.2502
baseline: always-long,2025-05-02,STAN.L,BUY,0.0301,0.0291,1.2866
baseline: always-long,2025-05-05,PLTR,BUY,-0.0894,-0.0904,1.1703
baseline: always-long,2025-05-06,UBER,BUY,-0.0226,-0.0236,1.1427
baseline: always-long,2025-05-07,NVO,BUY,0.0463,0.0453,1.1945
baseline: always-long,2025-05-07,PUM.DE,BUY,0.0139,0.0129,1.2099
baseline: always-long,2025-05-08,EXPE,BUY,-0.097,-0.098,1.0913
baseline: always-long,2025-05-14,WMT,BUY,0.0015,0.0005,1.0918
baseline: always-long,2025-05-21,TGT,BUY,-0.0674,-0.0684,1.0171
baseline: always-long,2025-05-22,WDAY,BUY,-0.112,-0.113,0.9021
baseline: always-long,2025-05-28,NVDA,BUY,0.0552,0.0542,0.951
baseline: always-long,2025-05-29,DELL,BUY,-0.0101,-0.0111,0.9405
baseline: always-long,2025-07-10,DAL,BUY,0.1084,0.1074,1.0415
baseline: always-long,2025-07-15,C,BUY,0.0132,0.0122,1.0542
baseline: always-long,2025-07-15,GS,BUY,0.0,-0.001,1.0531
baseline: always-long,2025-07-15,BAC,BUY,-0.0041,-0.0051,1.0477
baseline: always-long,2025-07-15,JPM,BUY,-0.0024,-0.0034,1.0441
baseline: always-long,2025-07-15,JNJ,BUY,-0.0029,-0.0039,1.04
baseline: always-long,2025-07-16,UAL,BUY,0.0387,0.0377,1.0792
baseline: always-long,2025-07-17,SCHW,BUY,0.0279,0.0269,1.1082
baseline: always-long,2025-07-17,NFLX,BUY,-0.0253,-0.0263,1.0791
baseline: always-long,2025-07-17,PEP,BUY,0.0469,0.0459,1.1286
baseline: always-long,2025-07-22,KO,BUY,-0.0088,-0.0098,1.1175
baseline: always-long,2025-07-22,LMT,BUY,-0.082,-0.083,1.0247
baseline: always-long,2025-07-23,IBM,BUY,-0.0736,-0.0746,0.9483
baseline: always-long,2025-07-23,HLT,BUY,-0.0326,-0.0336,0.9164
baseline: always-long,2025-07-23,CMG,BUY,-0.1247,-0.1257,0.8012
baseline: always-long,2025-07-24,MC.PA,BUY,-0.0113,-0.0123,0.7914
baseline: always-long,2025-07-28,UNH,BUY,0.0087,0.0077,0.7975
baseline: always-long,2025-07-29,BA,BUY,0.0131,0.0121,0.8071
baseline: always-long,2025-07-29,BCS,BUY,0.0213,0.0203,0.8234
baseline: always-long,2025-07-29,BKNG,BUY,-0.018,-0.019,0.8078
baseline: always-long,2025-07-29,PYPL,BUY,-0.083,-0.084,0.7399
baseline: always-long,2025-07-29,SPOT,BUY,-0.062,-0.063,0.6933
baseline: always-long,2025-07-29,SBUX,BUY,0.0524,0.0514,0.7289
baseline: always-long,2025-07-29,V,BUY,0.0012,0.0002,0.7291
baseline: always-long,2025-07-30,F,BUY,-0.0098,-0.0108,0.7212
baseline: always-long,2025-07-30,CMCSA,BUY,0.0,-0.001,0.7205
baseline: always-long,2025-07-30,HOOD,BUY,-0.0211,-0.0221,0.7046
