issuer,document_id,ticker,report_date,micro_score,macro_score,news_score,quant_score,forward_return,window_trading_days,outcome_label,predicted_signal_default,correct_default,predicted_signal_tuned,correct_tuned,tuned_hold_upper,blend_predicted_signal_default,blend_correct_default,blend_predicted_signal_tuned,blend_correct_tuned,blend_tuned_weights
p2_eli_lilly,LLY_FQ1_2026,LLY,2026-04-29,0.85,-0.3,-0.15,0.25805,0.159585,5,BUY,BUY,True,BUY,True,0.3,BUY,True,BUY,True,"(0.6, 0.0, 0.4, 0.0)"
p2_eli_lilly,LLY_FQ3_2025,LLY,2025-10-29,0.5,0.3,0.0,0.529743,0.138016,5,BUY,BUY,True,BUY,True,0.3,BUY,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_eli_lilly,LLY_FQ4_2025,LLY,2026-02-03,0.5,0.25,-0.3,-0.045859,0.021466,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_goldman_sachs,GS_FQ1_2025,GS,2025-04-11,0.0,-0.3,-0.15,0.08295,0.013996,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_goldman_sachs,GS_FQ1_2026,GS,2026-04-10,0.15,-0.3,0.15,0.452182,0.019993,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_goldman_sachs,GS_FQ2_2025,GS,2025-07-15,0.3,0.1,-0.15,0.583839,-0.002989,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_goldman_sachs,GS_FQ2_2026,GS,2026-07-13,0.3,-0.3,-0.15,0.61617,0.00872,5,HOLD,BUY,False,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_goldman_sachs,GS_FQ3_2025,GS,2025-10-13,0.35,0.3,0.2,0.226981,-0.029818,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_goldman_sachs,GS_FQ4_2025,GS,2026-01-14,0.3,0.25,0.2,0.483402,0.023567,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_ibm,IBM_FQ1_2026,IBM,2026-04-22,0.3,-0.3,0.15,0.290203,-0.098309,5,SELL,BUY,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_ibm,IBM_FQ2_2025,IBM,2025-07-23,0.5,0.1,0.3,0.11943,-0.077125,5,SELL,BUY,False,BUY,False,0.3,BUY,False,BUY,False,"(0.6, 0.0, 0.4, 0.0)"
p2_ibm,IBM_FQ4_2025,IBM,2026-01-28,0.35,0.25,0.0,-0.010574,-0.017372,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_lowes,LOW_FQ1_2025,LOW,2026-05-21,0.0,-0.3,0.2,0.302582,-0.014029,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_lowes,LOW_FQ1_2026,LOW,2026-05-20,0.0,-0.3,0.0,-0.313772,-0.01416,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_lowes,LOW_FQ2_2025,LOW,2025-08-20,0.15,0.0,-0.1,0.445691,0.00595,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_lowes,LOW_FQ3_2025,LOW,2025-11-19,-0.5,0.1,0.2,-0.195018,0.057791,5,BUY,SELL,False,SELL,False,0.3,SELL,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_lowes,LOW_FQ4_2025,LOW,2026-02-25,-0.15,-0.1,-0.15,0.060913,-0.016729,5,HOLD,SELL,False,HOLD,True,0.3,SELL,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_lululemon,LULU_FQ1_2026,LULU,2026-06-04,-0.5,-0.3,-0.3,-0.068054,-0.024656,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,SELL,False,"(0.6, 0.0, 0.4, 0.0)"
p2_lululemon,LULU_FQ3_2025,LULU,2025-12-11,-0.5,0.1,0.35,0.591468,0.150259,5,BUY,SELL,False,SELL,False,0.3,SELL,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_lululemon,LULU_FQ4_2025,LULU,2026-03-17,-0.5,-0.1,0.2,-0.086357,0.010548,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_maersk,AMKBY_FQ1_2025,AMKBY,2025-05-07,0.0,-0.3,,0.876834,0.110723,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_maersk,AMKBY_FQ2_2025,AMKBY,2025-08-07,0.5,0.1,0.2,0.371529,0.033613,5,BUY,BUY,True,BUY,True,0.3,BUY,True,BUY,True,"(0.6, 0.0, 0.4, 0.0)"
p2_maersk,AMKBY_FQ3_2025,AMKBY,2025-11-05,0.35,0.3,0.2,-0.253016,-0.063584,5,SELL,BUY,False,BUY,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_maersk,AMKBY_FQ4_2025,AMKBY,2026-02-05,-0.5,0.25,,-0.298996,-0.042184,5,SELL,SELL,True,SELL,True,0.3,SELL,True,SELL,True,"(0.6, 0.0, 0.4, 0.0)"
p2_mcdonalds,MCD_FQ1_2026,MCD,2026-05-07,-0.1,-0.3,0.1,-0.150618,-0.030772,5,SELL,HOLD,False,HOLD,False,0.3,SELL,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_mcdonalds,MCD_FQ4_2024,MCD,2025-02-10,-0.1,,0.3,0.037503,-0.01164,5,HOLD,HOLD,True,HOLD,True,0.3,SELL,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_mcdonalds,MCD_FQ4_2025,MCD,2026-02-11,0.25,0.25,0.2,0.236211,0.012066,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_meta,META_FQ1_2026,META,2026-04-29,-0.5,-0.3,-0.3,0.61586,-0.084051,5,SELL,SELL,True,SELL,True,0.3,SELL,True,SELL,True,"(0.6, 0.0, 0.4, 0.0)"
p2_meta,META_FQ3_2025,META,2025-10-29,-0.45,0.3,-0.2,0.202577,-0.153951,5,SELL,SELL,True,SELL,True,0.3,SELL,True,SELL,True,"(0.6, 0.0, 0.4, 0.0)"
p2_meta,META_FQ4_2025,META,2026-01-28,0.5,0.25,-0.15,0.181791,0.000389,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_nike,NKE_FQ1_2025,NKE,2024-10-01,-0.5,,0.3,0.324786,-0.093796,5,SELL,SELL,True,SELL,True,0.3,SELL,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_nike,NKE_FQ2_2025,NKE,2024-12-19,-0.5,,0.25,0.32368,-0.00882,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_nike,NKE_FQ3_2025,NKE,2025-03-20,-0.5,0.0,0.15,0.201064,-0.08433,5,SELL,SELL,True,SELL,True,0.3,SELL,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_nvidia,NVDA_FQ1_2025,NVDA,2025-02-26,-0.5,0.0,-0.15,0.604974,-0.10649,5,SELL,SELL,True,SELL,True,0.3,SELL,True,SELL,True,"(0.6, 0.0, 0.4, 0.0)"
p2_nvidia,NVDA_FQ2_2025,NVDA,2025-05-28,0.35,-0.5,-0.25,0.174829,0.052741,5,BUY,BUY,True,BUY,True,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_nvidia,NVDA_FQ3_2025,NVDA,2025-08-27,0.6,0.0,0.1,0.045417,-0.054736,5,SELL,BUY,False,BUY,False,0.3,BUY,False,BUY,False,"(0.6, 0.0, 0.4, 0.0)"
p2_nvidia,NVDA_FQ4_2025,NVDA,2025-11-19,0.75,0.1,-0.3,0.195804,-0.033562,5,SELL,BUY,False,BUY,False,0.3,BUY,False,BUY,False,"(0.6, 0.0, 0.4, 0.0)"
p2_tesla,TSLA_FQ1_2026,TSLA,2026-04-22,0.1,-0.3,0.2,0.458963,-0.03796,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_tesla,TSLA_FQ3_2025,TSLA,2025-10-22,0.2,0.3,-0.3,-0.134916,0.051347,5,BUY,HOLD,False,HOLD,False,0.3,BUY,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_tesla,TSLA_FQ4_2025,TSLA,2026-01-28,0.6,0.25,0.2,-0.110975,-0.058986,5,SELL,BUY,False,BUY,False,0.3,BUY,False,BUY,False,"(0.6, 0.0, 0.4, 0.0)"
p2_uber,UBER_FQ1_2025,UBER,2025-05-06,0.3,-0.3,-0.15,0.776766,0.068624,5,BUY,BUY,True,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_uber,UBER_FQ1_2026,UBER,2026-05-05,0.3,-0.3,-0.15,-0.462593,0.046744,5,BUY,BUY,True,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_uber,UBER_FQ2_2025,UBER,2025-08-05,0.3,0.1,-0.3,-0.560979,0.026177,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_uber,UBER_FQ4_2025,UBER,2026-02-03,0.3,0.25,0.0,-0.687121,-0.056846,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_walmart,WMT_FQ1_2025,WMT,2025-05-14,0.1,-0.3,0.1,0.192326,-0.004131,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_walmart,WMT_FQ1_2026,WMT,2026-05-20,0.15,-0.3,-0.3,0.042297,-0.091326,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_walmart,WMT_FQ2_2025,WMT,2025-08-20,0.3,0.0,0.0,0.070534,-0.063274,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_walmart,WMT_FQ3_2025,WMT,2025-11-19,0.5,0.1,-0.15,-0.107237,0.084385,5,BUY,BUY,True,BUY,True,0.3,BUY,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_walmart,WMT_FQ4_2025,WMT,2026-02-18,0.3,-0.1,-0.3,0.219437,-0.006871,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_bank_of_america,BAC_FQ1_2025,BAC,2025-04-15,0.0,-0.3,-0.1,-0.095862,0.020005,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_bank_of_america,BAC_FQ2_2025,BAC,2025-07-15,0.15,0.1,0.0,0.184051,0.035103,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_bank_of_america,BAC_FQ3_2025,BAC,2025-10-14,0.3,0.3,0.0,0.181002,0.028549,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_bank_of_america,BAC_FQ4_2025,BAC,2026-01-13,0.25,0.25,0.0,0.04326,-0.045288,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_boeing,BA_FQ1_2025,BA,2025-04-23,0.25,-0.3,0.3,0.230633,0.063062,5,BUY,BUY,True,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_boeing,BA_FQ2_2025,BA,2025-07-29,0.2,0.1,0.2,0.449476,-0.005396,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_boeing,BA_FQ3_2025,BA,2025-10-29,-0.5,0.3,0.2,-0.405191,-0.074726,5,SELL,SELL,True,SELL,True,0.3,SELL,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_boeing,BA_FQ4_2025,BA,2026-01-26,0.25,0.25,0.15,0.897632,-0.06203,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_disney,DIS_FQ1_2025,DIS,2025-02-05,0.25,,-0.15,0.436427,-0.011851,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_disney,DIS_FQ3_2025,DIS,2025-08-05,0.35,0.1,0.15,0.320952,-0.038878,5,SELL,BUY,False,BUY,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_disney,DIS_FQ4_2025,DIS,2025-11-12,0.3,0.3,0.15,0.010839,-0.1027,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_jpm,JPM_FQ1_2025,JPM,2025-04-10,-0.5,-0.3,-0.3,0.184149,0.021355,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,SELL,False,"(0.6, 0.0, 0.4, 0.0)"
p2_jpm,JPM_FQ1_2026,JPM,2026-04-14,0.1,-0.3,-0.15,0.472312,0.006043,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_jpm,JPM_FQ2_2025,JPM,2025-07-15,0.3,0.1,0.2,0.449048,0.01703,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_jpm,JPM_FQ3_2025,JPM,2025-10-14,0.15,0.3,0.0,0.107265,-0.016519,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_jpm,JPM_FQ4_2025,JPM,2026-01-13,0.2,0.25,-0.15,0.08644,-0.028498,5,HOLD,HOLD,True,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_netflix,NFLX_FQ1_2025,NFLX,2025-04-17,0.15,-0.3,-0.15,0.398982,0.132062,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_netflix,NFLX_FQ1_2026,NFLX,2026-04-16,0.15,-0.3,0.0,0.217062,-0.138881,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_netflix,NFLX_FQ2_2025,NFLX,2025-07-17,0.3,0.1,0.15,0.142344,-0.07331,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_netflix,NFLX_FQ3_2025,NFLX,2025-10-21,0.0,0.3,-0.15,-0.248131,-0.111854,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_netflix,NFLX_FQ4_2024,NFLX,2025-01-21,0.8,,-0.3,-0.177804,0.117457,5,BUY,BUY,True,BUY,True,0.3,BUY,True,BUY,True,"(0.6, 0.0, 0.4, 0.0)"
p2_netflix,NFLX_FQ4_2025,NFLX,2026-01-20,0.6,0.25,-0.3,-0.187754,-0.019253,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_target,TGT_FQ1_2025,TGT,2025-05-21,-0.5,-0.3,-0.15,-0.160811,0.019998,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,SELL,False,"(0.6, 0.0, 0.4, 0.0)"
p2_target,TGT_FQ1_2026,TGT,2026-05-20,0.3,-0.3,-0.2,0.25538,0.051663,5,BUY,BUY,True,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_target,TGT_FQ2_2025,TGT,2025-08-20,0.0,0.0,-0.1,0.168491,-0.007397,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_target,TGT_FQ3_2025,TGT,2025-11-19,-0.5,0.1,-0.23,0.012891,0.043216,5,BUY,SELL,False,SELL,False,0.3,SELL,False,SELL,False,"(0.6, 0.0, 0.4, 0.0)"
p2_barclays,BCS_FQ1_2026,BCS,2026-04-28,0.15,-0.3,0.0,0.380533,-0.007391,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_barclays,BCS_FQ2_2025,BCS,2025-07-29,0.25,0.1,0.0,0.275344,-0.032918,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_barclays,BCS_FQ3_2025,BCS,2025-10-22,0.35,0.3,0.0,-0.157154,0.049631,5,BUY,BUY,True,BUY,True,0.3,BUY,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_ford,F_FQ1_2026,F,2026-04-29,0.5,-0.3,-0.3,0.769919,-0.005719,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_ford,F_FQ2_2025,F,2025-07-30,-0.3,0.1,-0.15,0.294211,0.031279,5,BUY,SELL,False,HOLD,False,0.3,SELL,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_ford,F_FQ4_2025,F,2026-02-10,0.3,0.25,-0.15,-0.611921,0.031688,5,BUY,BUY,True,HOLD,False,0.3,BUY,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_microsoft,MSFT_FQ1_2025,MSFT,2024-10-30,0.25,,-0.15,0.13298,-0.028553,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_microsoft,MSFT_FQ1_2026,MSFT,2025-10-29,0.3,0.3,-0.15,0.40545,-0.063503,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_microsoft,MSFT_FQ2_2025,MSFT,2025-01-29,0.3,,-0.15,0.128387,-0.065652,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_pfizer,PFE_FQ1_2025,PFE,2025-04-28,0.1,-0.3,-0.15,0.178283,0.035575,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_pfizer,PFE_FQ1_2026,PFE,2026-05-04,0.2,-0.3,-0.15,-0.160269,-0.002432,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
p2_pfizer,PFE_FQ2_2025,PFE,2025-08-04,0.3,0.1,-0.2,0.267379,0.044624,5,BUY,BUY,True,HOLD,False,0.3,BUY,True,HOLD,False,"(0.6, 0.0, 0.4, 0.0)"
p2_pfizer,PFE_FQ4_2025,PFE,2026-02-02,0.0,0.25,0.0,0.517902,0.014629,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.0, 0.4, 0.0)"
