issuer,document_id,ticker,report_date,micro_score,macro_score,news_score,quant_score,forward_return,window_trading_days,outcome_label,predicted_signal_default,correct_default,predicted_signal_tuned,correct_tuned,tuned_hold_upper,blend_predicted_signal_default,blend_correct_default,blend_predicted_signal_tuned,blend_correct_tuned,blend_tuned_weights
jpm,JPM_FQ2_2023,JPM,2023-07-14,0.3,,,0.591178,0.034586,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ2_2024,JPM,2024-07-12,0.0,,,0.479563,0.023617,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ2_2025,JPM,2025-07-15,0.15,0.1,-0.1,0.449048,0.01703,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ3_2021,JPM,2021-10-13,0.0,,,0.444508,0.061118,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ3_2022,JPM,2022-10-14,0.0,,,0.020444,0.099289,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ3_2023,JPM,2023-10-13,-0.15,,,0.183616,-0.034122,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ3_2024,JPM,2024-10-11,-0.15,,,0.293027,0.013856,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ3_2025,JPM,2025-10-14,0.15,0.3,-0.15,0.107265,-0.016519,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ4_2020,JPM,2021-01-15,0.2,,,0.716417,-0.047028,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ4_2021,JPM,2022-01-14,0.15,,,0.385266,-0.081956,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ4_2022,JPM,2023-01-13,0.2,,,0.420882,-0.040137,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ4_2023,JPM,2024-01-12,-0.15,,,-0.041386,0.00627,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ4_2024,JPM,2025-01-15,0.15,,,0.39359,0.053893,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
jpm,JPM_FQ4_2025,JPM,2026-01-13,0.1,0.25,0.1,0.08644,-0.028498,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ1_2021,NFLX,2021-04-20,0.15,,,0.672524,-0.080099,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ1_2022,NFLX,2022-04-19,-0.5,,,0.073335,-0.430883,5,SELL,SELL,True,SELL,True,0.25,SELL,True,SELL,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ1_2023,NFLX,2023-04-18,0.25,,,0.235202,-0.033413,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ1_2024,NFLX,2024-04-18,0.2,,,0.265991,-0.074948,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ1_2025,NFLX,2025-04-17,0.15,-0.3,,0.398982,0.132062,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ1_2026,NFLX,2026-04-16,0.15,-0.3,-0.15,0.217062,-0.138881,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ2_2021,NFLX,2021-07-20,0.15,,,0.096561,-0.02286,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ2_2022,NFLX,2022-07-19,-0.5,,,0.358216,0.060904,5,BUY,SELL,False,SELL,False,0.25,SELL,False,SELL,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ2_2023,NFLX,2023-07-19,0.3,,,0.481312,-0.114994,5,SELL,BUY,False,BUY,False,0.25,BUY,False,BUY,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ2_2024,NFLX,2024-07-18,0.3,,,-0.058214,-0.013918,5,HOLD,BUY,False,BUY,False,0.25,BUY,False,BUY,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ2_2025,NFLX,2025-07-17,0.3,0.1,-0.3,0.142344,-0.07331,5,SELL,BUY,False,BUY,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ3_2021,NFLX,2021-10-19,0.15,,,0.626701,0.046197,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ3_2022,NFLX,2022-10-18,0.15,,,0.54239,0.208254,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ3_2023,NFLX,2023-10-18,0.3,,,-0.155491,0.187932,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ3_2024,NFLX,2024-10-17,0.3,,,0.081686,0.097288,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ3_2025,NFLX,2025-10-21,0.15,0.3,-0.15,-0.248131,-0.111854,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ4_2020,NFLX,2021-01-19,0.3,,,-0.40579,0.119896,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ4_2021,NFLX,2022-01-20,-0.5,,,0.159266,-0.239154,5,SELL,SELL,True,SELL,True,0.25,SELL,True,SELL,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ4_2022,NFLX,2023-01-19,0.3,,,-0.158784,0.155456,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ4_2023,NFLX,2024-01-23,0.25,,,-0.157202,0.143562,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ4_2024,NFLX,2025-01-21,0.3,,,-0.177804,0.117457,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
netflix,NFLX_FQ4_2025,NFLX,2026-01-20,0.3,0.25,-0.3,-0.187754,-0.019253,5,HOLD,BUY,False,BUY,False,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ1_2021,BAC,2021-04-15,0.25,,,0.612376,-0.009809,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ1_2022,BAC,2022-04-18,0.15,,,-0.190598,-0.040154,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ1_2023,BAC,2023-04-18,0.15,,,0.408684,-0.056283,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ1_2024,BAC,2024-04-16,0.25,,,-0.012469,0.106401,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ1_2025,BAC,2025-04-15,0.15,-0.3,0.3,-0.095862,0.020005,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ1_2026,BAC,2026-04-15,0.2,-0.3,,0.537717,-0.022091,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ2_2021,BAC,2021-07-14,0.25,,,0.290631,-0.010293,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ2_2022,BAC,2022-07-18,0.15,,,0.041825,0.045567,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ2_2023,BAC,2023-07-18,0.2,,,0.142551,0.047231,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ2_2024,BAC,2024-07-16,0.25,,,0.269378,-0.038976,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ2_2025,BAC,2025-07-16,0.2,0.1,-0.2,0.184051,0.04584,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ3_2021,BAC,2021-10-14,0.25,,,0.600243,0.03905,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ3_2022,BAC,2022-10-17,0.1,,,-0.150417,0.043129,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ3_2023,BAC,2023-10-17,0.2,,,-0.010847,-0.077842,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ3_2024,BAC,2024-10-15,0.25,,,0.378994,0.003797,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ3_2025,BAC,2025-10-15,0.2,0.3,-0.15,0.181002,-0.022571,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ4_2020,BAC,2021-01-19,0.2,,,0.563633,-0.055844,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ4_2021,BAC,2022-01-19,0.2,,,0.257252,-0.011628,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ4_2022,BAC,2023-01-13,0.1,,,0.369786,-0.02583,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ4_2023,BAC,2024-01-12,0.15,,,-0.244808,-0.007622,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ4_2024,BAC,2025-01-16,0.3,,,0.206739,-0.002573,5,HOLD,BUY,False,BUY,False,0.25,BUY,False,BUY,False,"(0.8, 0.0, 0.2, -0.0)"
bank_of_america,BAC_FQ4_2025,BAC,2026-01-14,0.3,0.25,-0.15,0.04326,-0.000572,5,HOLD,BUY,False,BUY,False,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ1_2021,DIS,2021-02-11,0.15,,,0.686694,-0.038028,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ1_2022,DIS,2022-02-09,0.25,,,0.211564,0.061944,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ1_2023,DIS,2023-02-08,0.25,,,0.813838,-0.022723,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ1_2024,DIS,2024-02-07,0.3,,,0.585344,0.125277,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ1_2025,DIS,2025-02-05,0.2,,0.2,0.436427,-0.011851,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ1_2026,DIS,2026-02-02,0.25,0.25,,0.010839,0.025658,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ2_2021,DIS,2021-05-13,0.25,,,0.366056,-0.039139,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ2_2022,DIS,2022-05-11,0.15,,,-0.595501,-0.008649,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ2_2023,DIS,2023-05-10,0.25,,,0.026985,-0.082757,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ2_2024,DIS,2024-05-07,0.3,,,0.132966,-0.00038,5,HOLD,BUY,False,BUY,False,0.25,BUY,False,BUY,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ2_2025,DIS,2025-05-07,0.5,-0.3,-0.15,0.62851,0.106279,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ3_2021,DIS,2021-08-12,0.25,,,0.374812,-0.033688,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ3_2022,DIS,2022-08-10,0.15,,,0.57708,0.092324,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ3_2023,DIS,2023-08-09,0.25,,,0.13332,-0.01303,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ3_2024,DIS,2024-08-07,0.25,,,0.053912,0.003956,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ3_2025,DIS,2025-08-06,0.25,0.1,0.25,0.083693,0.012764,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ4_2021,DIS,2021-11-10,0.25,,,-0.336276,-0.098137,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ4_2022,DIS,2022-11-08,0.25,,,-0.366673,-0.043944,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ4_2023,DIS,2023-11-08,0.3,,,0.265757,0.111597,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ4_2024,DIS,2024-11-14,0.3,,,0.323812,0.05132,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
disney,DIS_FQ4_2025,DIS,2025-11-13,0.3,0.3,0.1,0.320952,-0.045628,5,SELL,BUY,False,BUY,False,0.25,BUY,False,BUY,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ1_2021,TGT,2021-05-19,0.3,,,0.469862,0.036985,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ1_2022,TGT,2022-05-18,-0.5,,,-0.692138,-0.032114,5,SELL,SELL,True,SELL,True,0.25,SELL,True,SELL,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ1_2023,TGT,2023-05-17,-0.5,,,0.168423,-0.110959,5,SELL,SELL,True,SELL,True,0.25,SELL,True,SELL,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ1_2024,TGT,2024-05-22,0.15,,,-0.218684,0.046067,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ1_2025,TGT,2025-05-21,-0.5,-0.3,0.2,-0.160811,0.019998,5,HOLD,SELL,False,SELL,False,0.25,SELL,False,SELL,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ1_2026,TGT,2026-05-20,0.3,-0.3,0.1,0.25538,0.051663,5,BUY,BUY,True,BUY,True,0.25,BUY,True,BUY,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ2_2021,TGT,2021-08-18,0.3,,,0.119088,0.01442,5,HOLD,BUY,False,BUY,False,0.25,BUY,False,BUY,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ2_2022,TGT,2022-08-17,-0.5,,,-0.028886,-0.069636,5,SELL,SELL,True,SELL,True,0.25,SELL,True,SELL,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ2_2023,TGT,2023-08-16,-0.5,,,0.297096,-0.043029,5,SELL,SELL,True,SELL,True,0.25,SELL,True,SELL,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ2_2024,TGT,2024-08-21,0.3,,,0.161448,-0.015008,5,HOLD,BUY,False,BUY,False,0.25,BUY,False,BUY,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ2_2025,TGT,2025-08-20,0.0,0.0,-0.25,0.168491,-0.007397,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ3_2021,TGT,2021-11-17,0.25,,,0.324099,-0.019858,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ3_2022,TGT,2022-11-16,-0.5,,,0.02749,0.051071,5,BUY,SELL,False,SELL,False,0.25,SELL,False,SELL,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ3_2023,TGT,2023-11-15,0.0,,,0.482576,0.000307,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ3_2024,TGT,2024-11-20,-0.5,,,-0.21647,0.068764,5,BUY,SELL,False,SELL,False,0.25,SELL,False,SELL,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ3_2025,TGT,2025-11-19,-0.5,0.1,-0.3,0.012891,0.043216,5,BUY,SELL,False,SELL,False,0.25,SELL,False,SELL,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ4_2020,TGT,2021-03-02,0.0,,,0.159892,0.032798,5,BUY,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ4_2021,TGT,2022-03-01,0.2,,,0.053464,-0.048398,5,SELL,HOLD,False,HOLD,False,0.25,HOLD,False,HOLD,False,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ4_2022,TGT,2023-02-28,-0.5,,,0.459412,-0.033709,5,SELL,SELL,True,SELL,True,0.25,SELL,True,SELL,True,"(0.8, 0.0, 0.2, -0.0)"
target,TGT_FQ4_2023,TGT,2024-03-05,0.25,,,0.527799,-0.005991,5,HOLD,HOLD,True,HOLD,True,0.25,HOLD,True,HOLD,True,"(0.8, 0.0, 0.2, -0.0)"
