issuer,document_id,ticker,report_date,micro_score,macro_score,news_score,quant_score,forward_return,window_trading_days,outcome_label,predicted_signal_default,correct_default,predicted_signal_tuned,correct_tuned,tuned_hold_upper,blend_predicted_signal_default,blend_correct_default,blend_predicted_signal_tuned,blend_correct_tuned,blend_tuned_weights
p2_exxonmobil_ext2026_08_13,XOM_FQ3_2025,XOM,2025-10-31,0.25,0.3,,,-0.001657,5,HOLD,HOLD,True,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_exxonmobil_ext2026_08_13,XOM_FQ4_2023,XOM,2024-02-02,0.25,,,,0.015431,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_exxonmobil_ext2026_08_13,XOM_FQ4_2024,XOM,2025-01-31,0.25,,,,-0.010404,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_exxonmobil_ext2026_08_13,XOM_FQ4_2025,XOM,2026-01-30,0.25,0.25,,,0.039641,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_freeport_mcmoran_ext2026_08_13,FCX_FQ1_2026,FCX,2026-04-23,-0.5,-0.3,,,-0.190875,5,SELL,SELL,True,SELL,True,0.3,SELL,True,SELL,True,"(0.6, 0.2, 0.0, 0.2)"
p2_freeport_mcmoran_ext2026_08_13,FCX_FQ2_2025,FCX,2025-07-23,0.3,0.1,,,-0.056114,5,SELL,BUY,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_freeport_mcmoran_ext2026_08_13,FCX_FQ4_2025,FCX,2026-01-22,0.25,0.25,,,0.050347,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_heineken_ext2026_08_13,HEINY_FQ1_2024,HEIA.AS,2024-03-01,0.15,,,,0.016156,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_heineken_ext2026_08_13,HEINY_FQ2_2024,HEIA.AS,2024-07-01,0.15,,,,-0.006645,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_heineken_ext2026_08_13,HEINY_FQ3_2024,HEIA.AS,2024-10-01,0.0,,,,-0.011803,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_heineken_ext2026_08_13,HEINY_FQ3_2025,HEIA.AS,2025-10-01,-0.35,0.0,,,-0.017465,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_hermes_ext2026_08_13,RMS_FQ1_2025,RMSP.XC,2025-02-01,0.1,,,,0.019334,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_hermes_ext2026_08_13,RMS_FQ2_2025,RMSP.XC,2025-07-01,0.15,-0.5,,,0.039627,5,BUY,HOLD,False,HOLD,False,0.3,SELL,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_hermes_ext2026_08_13,RMS_FQ3_2025,RMSP.XC,2025-10-01,0.15,0.0,,,0.014893,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_hermes_ext2026_08_13,RMS_FQ4_2025,RMSP.XC,2026-02-01,0.1,0.25,,,0.00835,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_home_depot_ext2026_08_13,HD_FQ1_2026,HD,2026-05-19,0.0,-0.3,,,0.035789,5,BUY,HOLD,False,HOLD,False,0.3,SELL,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_home_depot_ext2026_08_13,HD_FQ2_2025,HD,2025-08-19,0.1,0.1,,,0.035977,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_home_depot_ext2026_08_13,HD_FQ3_2025,HD,2025-11-18,-0.5,0.3,,,-0.059911,5,SELL,SELL,True,SELL,True,0.3,SELL,True,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_home_depot_ext2026_08_13,HD_FQ4_2025,HD,2026-02-24,-0.1,-0.1,,,-0.016393,5,HOLD,SELL,False,HOLD,True,0.3,SELL,False,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_intel_ext2026_08_13,INTC_FQ1_2026,INTC,2026-04-23,0.25,-0.3,,,0.414795,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_intel_ext2026_08_13,INTC_FQ2_2025,INTC,2025-07-24,-0.35,0.1,,,-0.125055,5,SELL,SELL,True,SELL,True,0.3,SELL,True,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_intel_ext2026_08_13,INTC_FQ3_2025,INTC,2025-10-23,0.25,0.3,,,0.052411,5,BUY,HOLD,False,HOLD,False,0.3,BUY,True,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_intel_ext2026_08_13,INTC_FQ4_2025,INTC,2026-01-22,0.1,0.25,,,-0.104197,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_mastercard_ext2026_08_13,MA_FQ1_2026,MA,2026-04-30,0.1,-0.3,,,-0.063477,5,SELL,HOLD,False,HOLD,False,0.3,SELL,True,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_mastercard_ext2026_08_13,MA_FQ2_2025,MA,2025-07-31,0.3,0.1,,,0.017921,5,HOLD,BUY,False,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_mastercard_ext2026_08_13,MA_FQ3_2025,MA,2025-10-30,0.25,0.3,,,-0.00229,5,HOLD,HOLD,True,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_mastercard_ext2026_08_13,MA_FQ4_2025,MA,2026-01-29,0.25,0.25,,,0.061664,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_nestle_ext2026_08_13,NSRGY_FQ1_2026,NSRGY,2026-02-01,0.15,0.25,,,0.071008,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_nestle_ext2026_08_13,NSRGY_FQ3_2024,NSRGY,2024-10-01,-0.5,,,,-0.031688,5,SELL,SELL,True,SELL,True,0.3,SELL,True,SELL,True,"(0.6, 0.2, 0.0, 0.2)"
p2_shell_ext2026_08_13,SHEL_FQ1_2026,SHEL,2026-05-01,0.25,-0.3,,,-0.070916,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_shell_ext2026_08_13,SHEL_FQ2_2025,SHEL,2025-08-01,0.1,0.1,,,-0.011633,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_shell_ext2026_08_13,SHEL_FQ3_2025,SHEL,2025-11-01,0.25,0.3,,,0.008943,5,HOLD,HOLD,True,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_shell_ext2026_08_13,SHEL_FQ4_2025,SHEL,2026-02-01,0.2,0.25,,,-0.022589,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_shopify_ext2026_08_13,SHOP_FQ1_2026,SHOP,2026-05-05,0.25,-0.3,,,-0.19608,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_shopify_ext2026_08_13,SHOP_FQ3_2025,SHOP,2025-11-04,0.25,0.3,,,-0.0813,5,SELL,HOLD,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_shopify_ext2026_08_13,SHOP_FQ4_2025,SHOP,2026-02-11,0.3,0.25,,,-0.044011,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
p2_sony_ext2026_08_13,SONY_FQ1_2026,SONY,2026-08-01,0.3,-0.3,,,0.008598,5,HOLD,BUY,False,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_sony_ext2026_08_13,SONY_FQ2_2025,SONY,2025-11-01,0.3,0.3,,,-0.006454,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_sony_ext2026_08_13,SONY_FQ3_2025,SONY,2026-02-01,0.3,0.25,,,0.00724,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_union_pacific_ext2026_08_13,UNP_FQ1_2026,UNP,2026-05-06,0.15,-0.3,,,0.006023,5,HOLD,HOLD,True,HOLD,True,0.3,SELL,False,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_union_pacific_ext2026_08_13,UNP_FQ2_2025,UNP,2025-08-21,0.15,0.0,,,-0.020959,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_union_pacific_ext2026_08_13,UNP_FQ3_2025,UNP,2025-11-05,-0.3,0.3,,,0.017609,5,HOLD,SELL,False,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.6, 0.2, 0.0, 0.2)"
p2_union_pacific_ext2026_08_13,UNP_FQ4_2025,UNP,2026-02-04,-0.2,0.25,,,0.082115,5,BUY,SELL,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.6, 0.2, 0.0, 0.2)"
