rater,report_date,ticker,decision,gap,net,equity
LLM (DeepSeek),2025-10-30,AAPL,BUY,0.0206,0.0196,1.1848
LLM (DeepSeek),2025-10-30,COIN,BUY,0.0228,0.0218,1.2106
LLM (DeepSeek),2025-11-05,AMKBY,BUY,-0.0556,-0.0566,1.1422
LLM (DeepSeek),2025-11-06,ABNB,HOLD,0.0412,0.0,1.1422
LLM (DeepSeek),2025-11-12,DIS,BUY,-0.0665,-0.0675,1.065
LLM (DeepSeek),2025-11-19,LOW,HOLD,-0.0014,-0.0,1.065
LLM (DeepSeek),2025-11-19,NVDA,BUY,0.0506,0.0496,1.1178
LLM (DeepSeek),2025-11-19,WMT,BUY,0.0331,0.0321,1.1537
LLM (DeepSeek),2025-11-19,TGT,SELL,0.0008,-0.0018,1.1516
LLM (DeepSeek),2025-12-11,LULU,SELL,0.094,-0.095,1.0423
LLM (DeepSeek),2026-01-13,BAC,HOLD,-0.0304,-0.0,1.0423
LLM (DeepSeek),2026-01-13,JPM,HOLD,-0.0087,-0.0,1.0423
LLM (DeepSeek),2026-01-14,C,HOLD,0.0128,0.0,1.0423
LLM (DeepSeek),2026-01-14,GS,BUY,-0.0083,-0.0093,1.0325
LLM (DeepSeek),2026-01-20,SCHW,BUY,0.0034,0.0024,1.035
LLM (DeepSeek),2026-01-20,NFLX,BUY,-0.0543,-0.0553,0.9777
LLM (DeepSeek),2026-01-28,IBM,BUY,0.0806,0.0796,1.0555
LLM (DeepSeek),2026-01-28,META,BUY,0.1027,0.1017,1.1629
LLM (DeepSeek),2026-01-28,TSLA,BUY,0.0147,0.0137,1.1788
LLM (DeepSeek),2026-01-29,AAPL,HOLD,-0.012,-0.0,1.1788
LLM (DeepSeek),2026-02-03,AMD,BUY,-0.112,-0.113,1.0456
LLM (DeepSeek),2026-02-03,LLY,BUY,0.0714,0.0704,1.1193
LLM (DeepSeek),2026-02-03,UBER,HOLD,-0.0296,-0.0,1.1193
LLM (DeepSeek),2026-02-05,AMZN,SELL,-0.0898,0.0888,1.2186
LLM (DeepSeek),2026-02-10,KO,HOLD,0.0009,0.0,1.2186
LLM (DeepSeek),2026-02-11,MCD,HOLD,0.0205,0.0,1.2186
LLM (DeepSeek),2026-02-12,ABNB,BUY,0.0905,0.0895,1.3277
LLM (DeepSeek),2026-02-12,COIN,HOLD,0.0894,0.0,1.3277
LLM (DeepSeek),2026-02-18,WMT,HOLD,0.0148,0.0,1.3277
LLM (DeepSeek),2026-02-25,LOW,HOLD,0.0012,0.0,1.3277
LLM (DeepSeek),2026-03-17,LULU,SELL,-0.0077,0.0067,1.3367
LLM (DeepSeek),2026-04-10,GS,HOLD,-0.0355,-0.0,1.3367
LLM (DeepSeek),2026-04-15,SCHW,HOLD,-0.0449,-0.0,1.3367
LLM (DeepSeek),2026-04-16,NFLX,HOLD,-0.1059,-0.0,1.3367
LLM (DeepSeek),2026-04-22,IBM,BUY,-0.0778,-0.0788,1.2313
LLM (DeepSeek),2026-04-22,TSLA,BUY,-0.0316,-0.0326,1.1913
LLM (DeepSeek),2026-04-28,KO,BUY,0.0003,-0.0007,1.1904
LLM (DeepSeek),2026-04-29,AMZN,BUY,0.0385,0.0375,1.235
LLM (DeepSeek),2026-04-29,LLY,BUY,0.0559,0.0549,1.3028
LLM (DeepSeek),2026-04-29,META,SELL,-0.0744,0.0734,1.3985
LLM (DeepSeek),2026-05-05,AMD,BUY,0.1526,0.1516,1.6105
LLM (DeepSeek),2026-05-05,UBER,HOLD,0.0618,0.0,1.6105
LLM (DeepSeek),2026-05-06,CVS,BUY,0.0016,0.0006,1.6115
LLM (DeepSeek),2026-05-07,ABNB,BUY,-0.0167,-0.0177,1.5831
LLM (DeepSeek),2026-05-07,COIN,HOLD,-0.0358,-0.0,1.5831
LLM (DeepSeek),2026-05-07,MCD,HOLD,0.0046,0.0,1.5831
LLM (DeepSeek),2026-05-20,LOW,HOLD,-0.0149,-0.0,1.5831
LLM (DeepSeek),2026-05-20,WMT,HOLD,-0.0492,-0.0,1.5831
LLM (DeepSeek),2026-05-20,TGT,HOLD,-0.0123,-0.0,1.5831
LLM (DeepSeek),2026-05-21,LOW,HOLD,-0.0009,-0.0,1.5831
LLM (DeepSeek),2026-06-04,LULU,SELL,-0.116,0.115,1.7651
LLM (DeepSeek),2026-07-13,GS,BUY,0.0374,0.0364,1.8293
baseline: always-long,2014-02-28,AMKBY,BUY,-0.0293,-0.0303,0.9697
baseline: always-long,2024-10-01,NKE,BUY,-0.07,-0.071,0.9009
baseline: always-long,2024-12-19,NKE,BUY,-0.0148,-0.0158,0.8866
baseline: always-long,2025-01-21,NFLX,BUY,0.1475,0.1465,1.0165
baseline: always-long,2025-02-05,AMKBY,BUY,0.02,0.019,1.0359
baseline: always-long,2025-02-10,MCD,BUY,-0.0034,-0.0044,1.0313
baseline: always-long,2025-02-26,NVDA,BUY,0.0284,0.0274,1.0595
baseline: always-long,2025-03-20,NKE,BUY,-0.0734,-0.0744,0.9807
baseline: always-long,2025-04-10,JPM,BUY,-0.0035,-0.0045,0.9763
baseline: always-long,2025-04-11,GS,BUY,0.0315,0.0305,1.006
baseline: always-long,2025-04-15,C,BUY,-0.0197,-0.0207,0.9852
baseline: always-long,2025-04-15,BAC,BUY,-0.0032,-0.0042,0.981
baseline: always-long,2025-04-16,SCHW,BUY,0.026,0.025,1.0056
baseline: always-long,2025-04-17,NFLX,BUY,0.0117,0.0107,1.0163
baseline: always-long,2025-04-23,BA,BUY,-0.0068,-0.0078,1.0084
baseline: always-long,2025-05-06,UBER,BUY,-0.0315,-0.0325,0.9757
baseline: always-long,2025-05-07,DIS,BUY,0.0184,0.0174,0.9926
baseline: always-long,2025-05-14,WMT,BUY,-0.0261,-0.0271,0.9657
baseline: always-long,2025-05-21,TGT,BUY,-0.009,-0.01,0.9561
baseline: always-long,2025-05-28,NVDA,BUY,0.0552,0.0542,1.0079
baseline: always-long,2025-07-15,C,BUY,0.0083,0.0073,1.0153
baseline: always-long,2025-07-15,GS,BUY,0.0085,0.0075,1.0229
baseline: always-long,2025-07-15,BAC,BUY,0.002,0.001,1.0239
baseline: always-long,2025-07-15,JPM,BUY,0.0065,0.0055,1.0295
baseline: always-long,2025-07-17,SCHW,BUY,0.028,0.027,1.0573
baseline: always-long,2025-07-17,NFLX,BUY,-0.0253,-0.0263,1.0295
baseline: always-long,2025-07-22,KO,BUY,0.0,-0.001,1.0285
baseline: always-long,2025-07-23,IBM,BUY,-0.0736,-0.0746,0.9517
baseline: always-long,2025-07-29,BA,BUY,0.0078,0.0068,0.9582
baseline: always-long,2025-07-31,AAPL,BUY,0.0159,0.0149,0.9725
baseline: always-long,2025-08-05,AMD,BUY,-0.0531,-0.0541,0.9198
baseline: always-long,2025-08-05,UBER,BUY,0.0175,0.0165,0.935
baseline: always-long,2025-08-05,DIS,BUY,-0.0214,-0.0224,0.914
baseline: always-long,2025-08-06,ABNB,BUY,-0.0775,-0.0785,0.8422
baseline: always-long,2025-08-07,AMKBY,BUY,0.0087,0.0077,0.8486
baseline: always-long,2025-08-20,LOW,BUY,-0.0041,-0.0051,0.8443
baseline: always-long,2025-08-20,WMT,BUY,-0.0308,-0.0318,0.8175
baseline: always-long,2025-08-20,TGT,BUY,-0.0021,-0.0031,0.8149
baseline: always-long,2025-08-27,NVDA,BUY,-0.0043,-0.0053,0.8106
baseline: always-long,2025-10-13,GS,BUY,-0.0284,-0.0294,0.7868
baseline: always-long,2025-10-14,C,BUY,0.0135,0.0125,0.7967
baseline: always-long,2025-10-14,BAC,BUY,0.0296,0.0286,0.8195
baseline: always-long,2025-10-14,JPM,BUY,0.0143,0.0133,0.8303
baseline: always-long,2025-10-15,SCHW,BUY,0.0047,0.0037,0.8334
baseline: always-long,2025-10-21,NFLX,BUY,-0.0793,-0.0803,0.7665
baseline: always-long,2025-10-22,TSLA,BUY,-0.0432,-0.0442,0.7326
baseline: always-long,2025-10-29,LLY,BUY,0.0295,0.0285,0.7534
baseline: always-long,2025-10-29,META,BUY,-0.1098,-0.1108,0.6699
baseline: always-long,2025-10-29,BA,BUY,-0.0167,-0.0177,0.6581
baseline: always-long,2025-10-30,AMZN,BUY,0.1222,0.1212,0.7379
baseline: always-long,2025-10-30,AAPL,BUY,0.0206,0.0196,0.7523
baseline: always-long,2025-10-30,COIN,BUY,0.0228,0.0218,0.7687
baseline: always-long,2025-11-05,AMKBY,BUY,-0.0556,-0.0566,0.7253
baseline: always-long,2025-11-06,ABNB,BUY,0.0412,0.0402,0.7544
baseline: always-long,2025-11-12,DIS,BUY,-0.0665,-0.0675,0.7035
baseline: always-long,2025-11-19,LOW,BUY,-0.0014,-0.0024,0.7018
baseline: always-long,2025-11-19,NVDA,BUY,0.0506,0.0496,0.7366
baseline: always-long,2025-11-19,WMT,BUY,0.0331,0.0321,0.7602
baseline: always-long,2025-11-19,TGT,BUY,0.0008,-0.0002,0.7601
baseline: always-long,2025-12-11,LULU,BUY,0.094,0.093,0.8307
baseline: always-long,2026-01-13,BAC,BUY,-0.0304,-0.0314,0.8047
baseline: always-long,2026-01-13,JPM,BUY,-0.0087,-0.0097,0.7969
baseline: always-long,2026-01-14,C,BUY,0.0128,0.0118,0.8063
baseline: always-long,2026-01-14,GS,BUY,-0.0083,-0.0093,0.7988
baseline: always-long,2026-01-20,SCHW,BUY,0.0034,0.0024,0.8007
baseline: always-long,2026-01-20,NFLX,BUY,-0.0543,-0.0553,0.7564
baseline: always-long,2026-01-28,IBM,BUY,0.0806,0.0796,0.8166
baseline: always-long,2026-01-28,META,BUY,0.1027,0.1017,0.8997
baseline: always-long,2026-01-28,TSLA,BUY,0.0147,0.0137,0.912
baseline: always-long,2026-01-29,AAPL,BUY,-0.012,-0.013,0.9001
baseline: always-long,2026-02-03,AMD,BUY,-0.112,-0.113,0.7984
baseline: always-long,2026-02-03,LLY,BUY,0.0714,0.0704,0.8546
baseline: always-long,2026-02-03,UBER,BUY,-0.0296,-0.0306,0.8284
baseline: always-long,2026-02-05,AMZN,BUY,-0.0898,-0.0908,0.7532
baseline: always-long,2026-02-10,KO,BUY,0.0009,-0.0001,0.7532
baseline: always-long,2026-02-11,MCD,BUY,0.0205,0.0195,0.7679
baseline: always-long,2026-02-12,ABNB,BUY,0.0905,0.0895,0.8366
baseline: always-long,2026-02-12,COIN,BUY,0.0894,0.0884,0.9106
baseline: always-long,2026-02-18,WMT,BUY,0.0148,0.0138,0.9232
baseline: always-long,2026-02-25,LOW,BUY,0.0012,0.0002,0.9234
baseline: always-long,2026-03-17,LULU,BUY,-0.0077,-0.0087,0.9153
baseline: always-long,2026-04-10,GS,BUY,-0.0355,-0.0365,0.8819
baseline: always-long,2026-04-15,SCHW,BUY,-0.0449,-0.0459,0.8414
baseline: always-long,2026-04-16,NFLX,BUY,-0.1059,-0.1069,0.7514
baseline: always-long,2026-04-22,IBM,BUY,-0.0778,-0.0788,0.6922
baseline: always-long,2026-04-22,TSLA,BUY,-0.0316,-0.0326,0.6696
baseline: always-long,2026-04-28,KO,BUY,0.0003,-0.0007,0.6691
baseline: always-long,2026-04-29,AMZN,BUY,0.0385,0.0375,0.6942
baseline: always-long,2026-04-29,LLY,BUY,0.0559,0.0549,0.7323
baseline: always-long,2026-04-29,META,BUY,-0.0744,-0.0754,0.6771
baseline: always-long,2026-05-05,AMD,BUY,0.1526,0.1516,0.7798
baseline: always-long,2026-05-05,UBER,BUY,0.0618,0.0608,0.8272
baseline: always-long,2026-05-06,CVS,BUY,0.0016,0.0006,0.8277
baseline: always-long,2026-05-07,ABNB,BUY,-0.0167,-0.0177,0.8131
baseline: always-long,2026-05-07,COIN,BUY,-0.0358,-0.0368,0.7832
baseline: always-long,2026-05-07,MCD,BUY,0.0046,0.0036,0.786
baseline: always-long,2026-05-20,LOW,BUY,-0.0149,-0.0159,0.7735
baseline: always-long,2026-05-20,WMT,BUY,-0.0492,-0.0502,0.7346
baseline: always-long,2026-05-20,TGT,BUY,-0.0123,-0.0133,0.7249
baseline: always-long,2026-05-21,LOW,BUY,-0.0009,-0.0019,0.7235
baseline: always-long,2026-06-04,LULU,BUY,-0.116,-0.117,0.6389
baseline: always-long,2026-07-13,GS,BUY,0.0374,0.0364,0.6621
baseline: always-flat,2014-02-28,AMKBY,HOLD,-0.0293,-0.0,1.0
baseline: always-flat,2024-10-01,NKE,HOLD,-0.07,-0.0,1.0
baseline: always-flat,2024-12-19,NKE,HOLD,-0.0148,-0.0,1.0
baseline: always-flat,2025-01-21,NFLX,HOLD,0.1475,0.0,1.0
baseline: always-flat,2025-02-05,AMKBY,HOLD,0.02,0.0,1.0
baseline: always-flat,2025-02-10,MCD,HOLD,-0.0034,-0.0,1.0
baseline: always-flat,2025-02-26,NVDA,HOLD,0.0284,0.0,1.0
baseline: always-flat,2025-03-20,NKE,HOLD,-0.0734,-0.0,1.0
baseline: always-flat,2025-04-10,JPM,HOLD,-0.0035,-0.0,1.0
baseline: always-flat,2025-04-11,GS,HOLD,0.0315,0.0,1.0
baseline: always-flat,2025-04-15,C,HOLD,-0.0197,-0.0,1.0
baseline: always-flat,2025-04-15,BAC,HOLD,-0.0032,-0.0,1.0
baseline: always-flat,2025-04-16,SCHW,HOLD,0.026,0.0,1.0
baseline: always-flat,2025-04-17,NFLX,HOLD,0.0117,0.0,1.0
baseline: always-flat,2025-04-23,BA,HOLD,-0.0068,-0.0,1.0
baseline: always-flat,2025-05-06,UBER,HOLD,-0.0315,-0.0,1.0
baseline: always-flat,2025-05-07,DIS,HOLD,0.0184,0.0,1.0
baseline: always-flat,2025-05-14,WMT,HOLD,-0.0261,-0.0,1.0
baseline: always-flat,2025-05-21,TGT,HOLD,-0.009,-0.0,1.0
baseline: always-flat,2025-05-28,NVDA,HOLD,0.0552,0.0,1.0
baseline: always-flat,2025-07-15,C,HOLD,0.0083,0.0,1.0
baseline: always-flat,2025-07-15,GS,HOLD,0.0085,0.0,1.0
baseline: always-flat,2025-07-15,BAC,HOLD,0.002,0.0,1.0
baseline: always-flat,2025-07-15,JPM,HOLD,0.0065,0.0,1.0
baseline: always-flat,2025-07-17,SCHW,HOLD,0.028,0.0,1.0
baseline: always-flat,2025-07-17,NFLX,HOLD,-0.0253,-0.0,1.0
baseline: always-flat,2025-07-22,KO,HOLD,0.0,0.0,1.0
baseline: always-flat,2025-07-23,IBM,HOLD,-0.0736,-0.0,1.0
baseline: always-flat,2025-07-29,BA,HOLD,0.0078,0.0,1.0
baseline: always-flat,2025-07-31,AAPL,HOLD,0.0159,0.0,1.0
baseline: always-flat,2025-08-05,AMD,HOLD,-0.0531,-0.0,1.0
baseline: always-flat,2025-08-05,UBER,HOLD,0.0175,0.0,1.0
baseline: always-flat,2025-08-05,DIS,HOLD,-0.0214,-0.0,1.0
baseline: always-flat,2025-08-06,ABNB,HOLD,-0.0775,-0.0,1.0
baseline: always-flat,2025-08-07,AMKBY,HOLD,0.0087,0.0,1.0
baseline: always-flat,2025-08-20,LOW,HOLD,-0.0041,-0.0,1.0
baseline: always-flat,2025-08-20,WMT,HOLD,-0.0308,-0.0,1.0
baseline: always-flat,2025-08-20,TGT,HOLD,-0.0021,-0.0,1.0
baseline: always-flat,2025-08-27,NVDA,HOLD,-0.0043,-0.0,1.0
baseline: always-flat,2025-10-13,GS,HOLD,-0.0284,-0.0,1.0
baseline: always-flat,2025-10-14,C,HOLD,0.0135,0.0,1.0
baseline: always-flat,2025-10-14,BAC,HOLD,0.0296,0.0,1.0
baseline: always-flat,2025-10-14,JPM,HOLD,0.0143,0.0,1.0
baseline: always-flat,2025-10-15,SCHW,HOLD,0.0047,0.0,1.0
baseline: always-flat,2025-10-21,NFLX,HOLD,-0.0793,-0.0,1.0
baseline: always-flat,2025-10-22,TSLA,HOLD,-0.0432,-0.0,1.0
baseline: always-flat,2025-10-29,LLY,HOLD,0.0295,0.0,1.0
baseline: always-flat,2025-10-29,META,HOLD,-0.1098,-0.0,1.0
baseline: always-flat,2025-10-29,BA,HOLD,-0.0167,-0.0,1.0
baseline: always-flat,2025-10-30,AMZN,HOLD,0.1222,0.0,1.0
baseline: always-flat,2025-10-30,AAPL,HOLD,0.0206,0.0,1.0
baseline: always-flat,2025-10-30,COIN,HOLD,0.0228,0.0,1.0
baseline: always-flat,2025-11-05,AMKBY,HOLD,-0.0556,-0.0,1.0
baseline: always-flat,2025-11-06,ABNB,HOLD,0.0412,0.0,1.0
baseline: always-flat,2025-11-12,DIS,HOLD,-0.0665,-0.0,1.0
baseline: always-flat,2025-11-19,LOW,HOLD,-0.0014,-0.0,1.0
baseline: always-flat,2025-11-19,NVDA,HOLD,0.0506,0.0,1.0
baseline: always-flat,2025-11-19,WMT,HOLD,0.0331,0.0,1.0
baseline: always-flat,2025-11-19,TGT,HOLD,0.0008,0.0,1.0
baseline: always-flat,2025-12-11,LULU,HOLD,0.094,0.0,1.0
baseline: always-flat,2026-01-13,BAC,HOLD,-0.0304,-0.0,1.0
baseline: always-flat,2026-01-13,JPM,HOLD,-0.0087,-0.0,1.0
baseline: always-flat,2026-01-14,C,HOLD,0.0128,0.0,1.0
baseline: always-flat,2026-01-14,GS,HOLD,-0.0083,-0.0,1.0
baseline: always-flat,2026-01-20,SCHW,HOLD,0.0034,0.0,1.0
baseline: always-flat,2026-01-20,NFLX,HOLD,-0.0543,-0.0,1.0
baseline: always-flat,2026-01-28,IBM,HOLD,0.0806,0.0,1.0
baseline: always-flat,2026-01-28,META,HOLD,0.1027,0.0,1.0
baseline: always-flat,2026-01-28,TSLA,HOLD,0.0147,0.0,1.0
baseline: always-flat,2026-01-29,AAPL,HOLD,-0.012,-0.0,1.0
baseline: always-flat,2026-02-03,AMD,HOLD,-0.112,-0.0,1.0
baseline: always-flat,2026-02-03,LLY,HOLD,0.0714,0.0,1.0
baseline: always-flat,2026-02-03,UBER,HOLD,-0.0296,-0.0,1.0
baseline: always-flat,2026-02-05,AMZN,HOLD,-0.0898,-0.0,1.0
baseline: always-flat,2026-02-10,KO,HOLD,0.0009,0.0,1.0
baseline: always-flat,2026-02-11,MCD,HOLD,0.0205,0.0,1.0
baseline: always-flat,2026-02-12,ABNB,HOLD,0.0905,0.0,1.0
baseline: always-flat,2026-02-12,COIN,HOLD,0.0894,0.0,1.0
baseline: always-flat,2026-02-18,WMT,HOLD,0.0148,0.0,1.0
baseline: always-flat,2026-02-25,LOW,HOLD,0.0012,0.0,1.0
baseline: always-flat,2026-03-17,LULU,HOLD,-0.0077,-0.0,1.0
baseline: always-flat,2026-04-10,GS,HOLD,-0.0355,-0.0,1.0
baseline: always-flat,2026-04-15,SCHW,HOLD,-0.0449,-0.0,1.0
baseline: always-flat,2026-04-16,NFLX,HOLD,-0.1059,-0.0,1.0
baseline: always-flat,2026-04-22,IBM,HOLD,-0.0778,-0.0,1.0
baseline: always-flat,2026-04-22,TSLA,HOLD,-0.0316,-0.0,1.0
baseline: always-flat,2026-04-28,KO,HOLD,0.0003,0.0,1.0
baseline: always-flat,2026-04-29,AMZN,HOLD,0.0385,0.0,1.0
baseline: always-flat,2026-04-29,LLY,HOLD,0.0559,0.0,1.0
baseline: always-flat,2026-04-29,META,HOLD,-0.0744,-0.0,1.0
baseline: always-flat,2026-05-05,AMD,HOLD,0.1526,0.0,1.0
baseline: always-flat,2026-05-05,UBER,HOLD,0.0618,0.0,1.0
baseline: always-flat,2026-05-06,CVS,HOLD,0.0016,0.0,1.0
baseline: always-flat,2026-05-07,ABNB,HOLD,-0.0167,-0.0,1.0
baseline: always-flat,2026-05-07,COIN,HOLD,-0.0358,-0.0,1.0
baseline: always-flat,2026-05-07,MCD,HOLD,0.0046,0.0,1.0
baseline: always-flat,2026-05-20,LOW,HOLD,-0.0149,-0.0,1.0
baseline: always-flat,2026-05-20,WMT,HOLD,-0.0492,-0.0,1.0
baseline: always-flat,2026-05-20,TGT,HOLD,-0.0123,-0.0,1.0
baseline: always-flat,2026-05-21,LOW,HOLD,-0.0009,-0.0,1.0
baseline: always-flat,2026-06-04,LULU,HOLD,-0.116,-0.0,1.0
baseline: always-flat,2026-07-13,GS,HOLD,0.0374,0.0,1.0
