rater,report_date,ticker,decision,gap,net,equity
LLM (DeepSeek),2026-01-28,META,BUY,0.1027,0.1017,0.9868
LLM (DeepSeek),2026-01-28,TSLA,BUY,0.0147,0.0137,1.0003
LLM (DeepSeek),2026-01-29,AAPL,HOLD,-0.012,-0.0,1.0003
LLM (DeepSeek),2026-02-02,DIS,BUY,0.0031,0.0021,1.0024
LLM (DeepSeek),2026-02-03,AMD,BUY,-0.112,-0.113,0.8892
LLM (DeepSeek),2026-02-04,LLY,BUY,-0.0376,-0.0386,0.8549
LLM (DeepSeek),2026-02-04,UBER,HOLD,-0.0089,-0.0,0.8549
LLM (DeepSeek),2026-02-05,AMZN,SELL,-0.0898,0.0888,0.9307
LLM (DeepSeek),2026-02-05,AMKBY,SELL,-0.0128,0.0118,0.9417
LLM (DeepSeek),2026-02-10,KO,HOLD,0.0009,0.0,0.9417
LLM (DeepSeek),2026-02-11,MCD,HOLD,0.0205,0.0,0.9417
LLM (DeepSeek),2026-02-12,ABNB,BUY,0.0905,0.0895,1.026
LLM (DeepSeek),2026-02-12,COIN,HOLD,0.0894,0.0,1.026
LLM (DeepSeek),2026-02-19,WMT,HOLD,-0.015,-0.0,1.026
LLM (DeepSeek),2026-02-25,LOW,HOLD,0.0012,0.0,1.026
LLM (DeepSeek),2026-02-25,NVDA,BUY,-0.0066,-0.0076,1.0182
LLM (DeepSeek),2026-03-17,LULU,SELL,-0.0077,0.0067,1.0251
LLM (DeepSeek),2026-04-13,GS,HOLD,0.0041,0.0,1.0251
LLM (DeepSeek),2026-04-16,SCHW,HOLD,0.0079,0.0,1.0251
LLM (DeepSeek),2026-04-16,NFLX,HOLD,-0.1059,-0.0,1.0251
LLM (DeepSeek),2026-04-22,IBM,BUY,-0.0778,-0.0788,0.9443
LLM (DeepSeek),2026-04-22,TSLA,BUY,-0.0316,-0.0326,0.9136
LLM (DeepSeek),2026-04-28,KO,BUY,0.0003,-0.0007,0.9129
LLM (DeepSeek),2026-04-29,AMZN,BUY,0.0385,0.0375,0.9471
LLM (DeepSeek),2026-04-29,META,SELL,-0.0744,0.0734,1.0167
LLM (DeepSeek),2026-04-30,LLY,BUY,0.0154,0.0144,1.0313
LLM (DeepSeek),2026-05-05,AMD,BUY,0.1526,0.1516,1.1876
LLM (DeepSeek),2026-05-06,CVS,BUY,0.0016,0.0006,1.1884
LLM (DeepSeek),2026-05-06,UBER,HOLD,0.0082,0.0,1.1884
LLM (DeepSeek),2026-05-07,ABNB,BUY,-0.0167,-0.0177,1.1674
LLM (DeepSeek),2026-05-07,COIN,HOLD,-0.0358,-0.0,1.1674
LLM (DeepSeek),2026-05-07,MCD,HOLD,0.0046,0.0,1.1674
LLM (DeepSeek),2026-05-20,LOW,HOLD,-0.0149,-0.0,1.1674
LLM (DeepSeek),2026-05-20,TGT,HOLD,-0.0123,-0.0,1.1674
LLM (DeepSeek),2026-05-21,WMT,HOLD,0.0,0.0,1.1674
LLM (DeepSeek),2026-06-04,LULU,SELL,-0.116,0.115,1.3016
baseline: always-long,2025-01-21,NFLX,BUY,0.1475,0.1465,1.1465
baseline: always-long,2025-02-05,AMKBY,BUY,0.02,0.019,1.1683
baseline: always-long,2025-02-10,MCD,BUY,-0.0034,-0.0044,1.1632
baseline: always-long,2025-03-20,NKE,BUY,-0.0734,-0.0744,1.0766
baseline: always-long,2025-04-11,JPM,BUY,0.0038,0.0028,1.0797
baseline: always-long,2025-04-14,GS,BUY,0.0068,0.0058,1.0859
baseline: always-long,2025-04-15,C,BUY,-0.0197,-0.0207,1.0634
baseline: always-long,2025-04-15,BAC,BUY,-0.0032,-0.0042,1.0589
baseline: always-long,2025-04-17,SCHW,BUY,-0.0068,-0.0078,1.0507
baseline: always-long,2025-04-17,NFLX,BUY,0.0117,0.0107,1.0619
baseline: always-long,2025-04-23,BA,BUY,-0.0068,-0.0078,1.0537
baseline: always-long,2025-05-07,UBER,BUY,0.0026,0.0016,1.0554
baseline: always-long,2025-05-07,DIS,BUY,0.0184,0.0174,1.0737
baseline: always-long,2025-05-15,WMT,BUY,-0.0022,-0.0032,1.0703
baseline: always-long,2025-05-21,LOW,BUY,-0.0057,-0.0067,1.0631
baseline: always-long,2025-05-21,TGT,BUY,-0.009,-0.01,1.0525
baseline: always-long,2025-05-28,NVDA,BUY,0.0552,0.0542,1.1096
baseline: always-long,2025-06-26,NKE,BUY,0.116,0.115,1.2372
baseline: always-long,2025-07-15,C,BUY,0.0083,0.0073,1.2462
baseline: always-long,2025-07-15,JPM,BUY,0.0065,0.0055,1.2531
baseline: always-long,2025-07-16,GS,BUY,-0.0036,-0.0046,1.2473
baseline: always-long,2025-07-16,BAC,BUY,-0.0084,-0.0094,1.2355
baseline: always-long,2025-07-17,NFLX,BUY,-0.0253,-0.0263,1.2031
baseline: always-long,2025-07-18,SCHW,BUY,0.0023,0.0013,1.2047
baseline: always-long,2025-07-22,KO,BUY,0.0,-0.001,1.2035
baseline: always-long,2025-07-23,IBM,BUY,-0.0736,-0.0746,1.1136
baseline: always-long,2025-07-29,BA,BUY,0.0078,0.0068,1.1212
baseline: always-long,2025-07-31,AAPL,BUY,0.0159,0.0149,1.1379
baseline: always-long,2025-08-05,AMD,BUY,-0.0531,-0.0541,1.0763
baseline: always-long,2025-08-06,ABNB,BUY,-0.0775,-0.0785,0.9918
baseline: always-long,2025-08-06,UBER,BUY,0.0168,0.0158,1.0075
baseline: always-long,2025-08-07,AMKBY,BUY,0.0087,0.0077,1.0152
baseline: always-long,2025-08-20,LOW,BUY,-0.0041,-0.0051,1.01
baseline: always-long,2025-08-20,TGT,BUY,-0.0021,-0.0031,1.0069
baseline: always-long,2025-08-21,WMT,BUY,0.0011,0.0001,1.007
baseline: always-long,2025-08-27,NVDA,BUY,-0.0043,-0.0053,1.0017
baseline: always-long,2025-09-30,NKE,BUY,0.0663,0.0653,1.067
baseline: always-long,2025-10-14,C,BUY,0.0135,0.0125,1.0804
baseline: always-long,2025-10-14,GS,BUY,0.0102,0.0092,1.0904
baseline: always-long,2025-10-14,JPM,BUY,0.0143,0.0133,1.1048
baseline: always-long,2025-10-15,BAC,BUY,0.006,0.005,1.1104
baseline: always-long,2025-10-16,SCHW,BUY,0.0141,0.0131,1.1249
baseline: always-long,2025-10-21,NFLX,BUY,-0.0793,-0.0803,1.0345
baseline: always-long,2025-10-22,TSLA,BUY,-0.0432,-0.0442,0.9888
baseline: always-long,2025-10-29,META,BUY,-0.1098,-0.1108,0.8792
baseline: always-long,2025-10-29,BA,BUY,-0.0167,-0.0177,0.8636
baseline: always-long,2025-10-30,AMZN,BUY,0.1222,0.1212,0.9683
baseline: always-long,2025-10-30,AAPL,BUY,0.0206,0.0196,0.9873
baseline: always-long,2025-10-30,COIN,BUY,0.0228,0.0218,1.0089
baseline: always-long,2025-10-30,LLY,BUY,-0.0063,-0.0073,1.0015
baseline: always-long,2025-11-06,ABNB,BUY,0.0412,0.0402,1.0418
baseline: always-long,2025-11-06,AMKBY,BUY,0.001,0.0,1.0418
baseline: always-long,2025-11-13,DIS,BUY,-0.0008,-0.0018,1.04
baseline: always-long,2025-11-19,LOW,BUY,-0.0014,-0.0024,1.0375
baseline: always-long,2025-11-19,NVDA,BUY,0.0506,0.0496,1.0889
baseline: always-long,2025-11-19,TGT,BUY,0.0008,-0.0002,1.0887
baseline: always-long,2025-11-20,WMT,BUY,0.0081,0.0071,1.0964
baseline: always-long,2025-12-11,LULU,BUY,0.094,0.093,1.1983
baseline: always-long,2026-01-13,JPM,BUY,-0.0087,-0.0097,1.1867
baseline: always-long,2026-01-14,C,BUY,0.0128,0.0118,1.2008
baseline: always-long,2026-01-14,BAC,BUY,0.0044,0.0034,1.2049
baseline: always-long,2026-01-15,GS,BUY,-0.0029,-0.0039,1.2002
baseline: always-long,2026-01-20,NFLX,BUY,-0.0543,-0.0553,1.1338
baseline: always-long,2026-01-21,SCHW,BUY,0.0127,0.0117,1.147
baseline: always-long,2026-01-28,IBM,BUY,0.0806,0.0796,1.2383
baseline: always-long,2026-01-28,META,BUY,0.1027,0.1017,1.3642
baseline: always-long,2026-01-28,TSLA,BUY,0.0147,0.0137,1.3829
baseline: always-long,2026-01-29,AAPL,BUY,-0.012,-0.013,1.3649
baseline: always-long,2026-02-02,DIS,BUY,0.0031,0.0021,1.3678
baseline: always-long,2026-02-03,AMD,BUY,-0.112,-0.113,1.2132
baseline: always-long,2026-02-04,LLY,BUY,-0.0376,-0.0386,1.1664
baseline: always-long,2026-02-04,UBER,BUY,-0.0089,-0.0099,1.1548
baseline: always-long,2026-02-05,AMZN,BUY,-0.0898,-0.0908,1.05
baseline: always-long,2026-02-05,AMKBY,BUY,-0.0128,-0.0138,1.0356
baseline: always-long,2026-02-10,KO,BUY,0.0009,-0.0001,1.0355
baseline: always-long,2026-02-11,MCD,BUY,0.0205,0.0195,1.0556
baseline: always-long,2026-02-12,ABNB,BUY,0.0905,0.0895,1.1502
baseline: always-long,2026-02-12,COIN,BUY,0.0894,0.0884,1.2518
baseline: always-long,2026-02-19,WMT,BUY,-0.015,-0.016,1.2318
baseline: always-long,2026-02-25,LOW,BUY,0.0012,0.0002,1.232
baseline: always-long,2026-02-25,NVDA,BUY,-0.0066,-0.0076,1.2227
baseline: always-long,2026-03-17,LULU,BUY,-0.0077,-0.0087,1.212
baseline: always-long,2026-04-13,GS,BUY,0.0041,0.0031,1.2157
baseline: always-long,2026-04-16,SCHW,BUY,0.0079,0.0069,1.2241
baseline: always-long,2026-04-16,NFLX,BUY,-0.1059,-0.1069,1.0932
baseline: always-long,2026-04-22,IBM,BUY,-0.0778,-0.0788,1.0071
baseline: always-long,2026-04-22,TSLA,BUY,-0.0316,-0.0326,0.9743
baseline: always-long,2026-04-28,KO,BUY,0.0003,-0.0007,0.9736
baseline: always-long,2026-04-29,AMZN,BUY,0.0385,0.0375,1.0101
baseline: always-long,2026-04-29,META,BUY,-0.0744,-0.0754,0.9339
baseline: always-long,2026-04-30,LLY,BUY,0.0154,0.0144,0.9473
baseline: always-long,2026-05-05,AMD,BUY,0.1526,0.1516,1.091
baseline: always-long,2026-05-06,CVS,BUY,0.0016,0.0006,1.0916
baseline: always-long,2026-05-06,UBER,BUY,0.0082,0.0072,1.0995
baseline: always-long,2026-05-07,ABNB,BUY,-0.0167,-0.0177,1.0801
baseline: always-long,2026-05-07,COIN,BUY,-0.0358,-0.0368,1.0403
baseline: always-long,2026-05-07,MCD,BUY,0.0046,0.0036,1.0441
baseline: always-long,2026-05-20,LOW,BUY,-0.0149,-0.0159,1.0274
baseline: always-long,2026-05-20,TGT,BUY,-0.0123,-0.0133,1.0138
baseline: always-long,2026-05-21,WMT,BUY,0.0,-0.001,1.0128
baseline: always-long,2026-06-04,LULU,BUY,-0.116,-0.117,0.8943
baseline: always-flat,2025-01-21,NFLX,HOLD,0.1475,0.0,1.0
baseline: always-flat,2025-02-05,AMKBY,HOLD,0.02,0.0,1.0
baseline: always-flat,2025-02-10,MCD,HOLD,-0.0034,-0.0,1.0
baseline: always-flat,2025-03-20,NKE,HOLD,-0.0734,-0.0,1.0
baseline: always-flat,2025-04-11,JPM,HOLD,0.0038,0.0,1.0
baseline: always-flat,2025-04-14,GS,HOLD,0.0068,0.0,1.0
baseline: always-flat,2025-04-15,C,HOLD,-0.0197,-0.0,1.0
baseline: always-flat,2025-04-15,BAC,HOLD,-0.0032,-0.0,1.0
baseline: always-flat,2025-04-17,SCHW,HOLD,-0.0068,-0.0,1.0
baseline: always-flat,2025-04-17,NFLX,HOLD,0.0117,0.0,1.0
baseline: always-flat,2025-04-23,BA,HOLD,-0.0068,-0.0,1.0
baseline: always-flat,2025-05-07,UBER,HOLD,0.0026,0.0,1.0
baseline: always-flat,2025-05-07,DIS,HOLD,0.0184,0.0,1.0
baseline: always-flat,2025-05-15,WMT,HOLD,-0.0022,-0.0,1.0
baseline: always-flat,2025-05-21,LOW,HOLD,-0.0057,-0.0,1.0
baseline: always-flat,2025-05-21,TGT,HOLD,-0.009,-0.0,1.0
baseline: always-flat,2025-05-28,NVDA,HOLD,0.0552,0.0,1.0
baseline: always-flat,2025-06-26,NKE,HOLD,0.116,0.0,1.0
baseline: always-flat,2025-07-15,C,HOLD,0.0083,0.0,1.0
baseline: always-flat,2025-07-15,JPM,HOLD,0.0065,0.0,1.0
baseline: always-flat,2025-07-16,GS,HOLD,-0.0036,-0.0,1.0
baseline: always-flat,2025-07-16,BAC,HOLD,-0.0084,-0.0,1.0
baseline: always-flat,2025-07-17,NFLX,HOLD,-0.0253,-0.0,1.0
baseline: always-flat,2025-07-18,SCHW,HOLD,0.0023,0.0,1.0
baseline: always-flat,2025-07-22,KO,HOLD,0.0,0.0,1.0
baseline: always-flat,2025-07-23,IBM,HOLD,-0.0736,-0.0,1.0
baseline: always-flat,2025-07-29,BA,HOLD,0.0078,0.0,1.0
baseline: always-flat,2025-07-31,AAPL,HOLD,0.0159,0.0,1.0
baseline: always-flat,2025-08-05,AMD,HOLD,-0.0531,-0.0,1.0
baseline: always-flat,2025-08-06,ABNB,HOLD,-0.0775,-0.0,1.0
baseline: always-flat,2025-08-06,UBER,HOLD,0.0168,0.0,1.0
baseline: always-flat,2025-08-07,AMKBY,HOLD,0.0087,0.0,1.0
baseline: always-flat,2025-08-20,LOW,HOLD,-0.0041,-0.0,1.0
baseline: always-flat,2025-08-20,TGT,HOLD,-0.0021,-0.0,1.0
baseline: always-flat,2025-08-21,WMT,HOLD,0.0011,0.0,1.0
baseline: always-flat,2025-08-27,NVDA,HOLD,-0.0043,-0.0,1.0
baseline: always-flat,2025-09-30,NKE,HOLD,0.0663,0.0,1.0
baseline: always-flat,2025-10-14,C,HOLD,0.0135,0.0,1.0
baseline: always-flat,2025-10-14,GS,HOLD,0.0102,0.0,1.0
baseline: always-flat,2025-10-14,JPM,HOLD,0.0143,0.0,1.0
baseline: always-flat,2025-10-15,BAC,HOLD,0.006,0.0,1.0
baseline: always-flat,2025-10-16,SCHW,HOLD,0.0141,0.0,1.0
baseline: always-flat,2025-10-21,NFLX,HOLD,-0.0793,-0.0,1.0
baseline: always-flat,2025-10-22,TSLA,HOLD,-0.0432,-0.0,1.0
baseline: always-flat,2025-10-29,META,HOLD,-0.1098,-0.0,1.0
baseline: always-flat,2025-10-29,BA,HOLD,-0.0167,-0.0,1.0
baseline: always-flat,2025-10-30,AMZN,HOLD,0.1222,0.0,1.0
baseline: always-flat,2025-10-30,AAPL,HOLD,0.0206,0.0,1.0
baseline: always-flat,2025-10-30,COIN,HOLD,0.0228,0.0,1.0
baseline: always-flat,2025-10-30,LLY,HOLD,-0.0063,-0.0,1.0
baseline: always-flat,2025-11-06,ABNB,HOLD,0.0412,0.0,1.0
baseline: always-flat,2025-11-06,AMKBY,HOLD,0.001,0.0,1.0
baseline: always-flat,2025-11-13,DIS,HOLD,-0.0008,-0.0,1.0
baseline: always-flat,2025-11-19,LOW,HOLD,-0.0014,-0.0,1.0
baseline: always-flat,2025-11-19,NVDA,HOLD,0.0506,0.0,1.0
baseline: always-flat,2025-11-19,TGT,HOLD,0.0008,0.0,1.0
baseline: always-flat,2025-11-20,WMT,HOLD,0.0081,0.0,1.0
baseline: always-flat,2025-12-11,LULU,HOLD,0.094,0.0,1.0
baseline: always-flat,2026-01-13,JPM,HOLD,-0.0087,-0.0,1.0
baseline: always-flat,2026-01-14,C,HOLD,0.0128,0.0,1.0
baseline: always-flat,2026-01-14,BAC,HOLD,0.0044,0.0,1.0
baseline: always-flat,2026-01-15,GS,HOLD,-0.0029,-0.0,1.0
baseline: always-flat,2026-01-20,NFLX,HOLD,-0.0543,-0.0,1.0
baseline: always-flat,2026-01-21,SCHW,HOLD,0.0127,0.0,1.0
baseline: always-flat,2026-01-28,IBM,HOLD,0.0806,0.0,1.0
baseline: always-flat,2026-01-28,META,HOLD,0.1027,0.0,1.0
baseline: always-flat,2026-01-28,TSLA,HOLD,0.0147,0.0,1.0
baseline: always-flat,2026-01-29,AAPL,HOLD,-0.012,-0.0,1.0
baseline: always-flat,2026-02-02,DIS,HOLD,0.0031,0.0,1.0
baseline: always-flat,2026-02-03,AMD,HOLD,-0.112,-0.0,1.0
baseline: always-flat,2026-02-04,LLY,HOLD,-0.0376,-0.0,1.0
baseline: always-flat,2026-02-04,UBER,HOLD,-0.0089,-0.0,1.0
baseline: always-flat,2026-02-05,AMZN,HOLD,-0.0898,-0.0,1.0
baseline: always-flat,2026-02-05,AMKBY,HOLD,-0.0128,-0.0,1.0
baseline: always-flat,2026-02-10,KO,HOLD,0.0009,0.0,1.0
baseline: always-flat,2026-02-11,MCD,HOLD,0.0205,0.0,1.0
baseline: always-flat,2026-02-12,ABNB,HOLD,0.0905,0.0,1.0
baseline: always-flat,2026-02-12,COIN,HOLD,0.0894,0.0,1.0
baseline: always-flat,2026-02-19,WMT,HOLD,-0.015,-0.0,1.0
baseline: always-flat,2026-02-25,LOW,HOLD,0.0012,0.0,1.0
baseline: always-flat,2026-02-25,NVDA,HOLD,-0.0066,-0.0,1.0
baseline: always-flat,2026-03-17,LULU,HOLD,-0.0077,-0.0,1.0
baseline: always-flat,2026-04-13,GS,HOLD,0.0041,0.0,1.0
baseline: always-flat,2026-04-16,SCHW,HOLD,0.0079,0.0,1.0
baseline: always-flat,2026-04-16,NFLX,HOLD,-0.1059,-0.0,1.0
baseline: always-flat,2026-04-22,IBM,HOLD,-0.0778,-0.0,1.0
baseline: always-flat,2026-04-22,TSLA,HOLD,-0.0316,-0.0,1.0
baseline: always-flat,2026-04-28,KO,HOLD,0.0003,0.0,1.0
baseline: always-flat,2026-04-29,AMZN,HOLD,0.0385,0.0,1.0
baseline: always-flat,2026-04-29,META,HOLD,-0.0744,-0.0,1.0
baseline: always-flat,2026-04-30,LLY,HOLD,0.0154,0.0,1.0
baseline: always-flat,2026-05-05,AMD,HOLD,0.1526,0.0,1.0
baseline: always-flat,2026-05-06,CVS,HOLD,0.0016,0.0,1.0
baseline: always-flat,2026-05-06,UBER,HOLD,0.0082,0.0,1.0
baseline: always-flat,2026-05-07,ABNB,HOLD,-0.0167,-0.0,1.0
baseline: always-flat,2026-05-07,COIN,HOLD,-0.0358,-0.0,1.0
baseline: always-flat,2026-05-07,MCD,HOLD,0.0046,0.0,1.0
baseline: always-flat,2026-05-20,LOW,HOLD,-0.0149,-0.0,1.0
baseline: always-flat,2026-05-20,TGT,HOLD,-0.0123,-0.0,1.0
baseline: always-flat,2026-05-21,WMT,HOLD,0.0,0.0,1.0
baseline: always-flat,2026-06-04,LULU,HOLD,-0.116,-0.0,1.0
