rater,report_date,ticker,decision,gap,net,equity
LLM (DeepSeek),2025-09-11,ADBE,BUY,0.0301,0.0291,1.2534239
LLM (DeepSeek),2025-09-25,COST,HOLD,-0.0188,-0.0,1.2534239
LLM (DeepSeek),2025-10-01,HEIA.AS,SELL,-0.0027,0.0017,1.2555548
LLM (DeepSeek),2025-10-01,RMSP.XC,HOLD,0.0026,0.0,1.2555548
LLM (DeepSeek),2025-10-17,AXP,BUY,0.0287,0.0277,1.2903336
LLM (DeepSeek),2025-10-23,INTC,BUY,0.0487,0.0477,1.3518825
LLM (DeepSeek),2025-10-29,EBAY,BUY,-0.14,-0.141,1.1612671
LLM (DeepSeek),2025-10-30,MA,BUY,-0.0054,-0.0064,1.153835
LLM (DeepSeek),2025-10-31,CL,SELL,-0.0125,0.0115,1.1671041
LLM (DeepSeek),2025-10-31,CVX,BUY,0.0144,0.0134,1.1827433
LLM (DeepSeek),2025-10-31,XOM,BUY,-0.0062,-0.0072,1.1742275
LLM (DeepSeek),2025-11-01,SHEL,BUY,-0.0009,-0.0019,1.1719965
LLM (DeepSeek),2025-11-01,SONY,BUY,0.0029,0.0019,1.1742233
LLM (DeepSeek),2025-11-04,SHOP,BUY,-0.0571,-0.0581,1.1060009
LLM (DeepSeek),2025-11-05,UNP,SELL,-0.0053,0.0043,1.1107567
LLM (DeepSeek),2025-11-06,DDOG,BUY,0.1543,0.1533,1.2810357
LLM (DeepSeek),2025-11-07,DUK,BUY,0.0008,-0.0002,1.2807795
LLM (DeepSeek),2025-11-18,HD,SELL,-0.0504,0.0494,1.34405
LLM (DeepSeek),2025-12-10,ADBE,BUY,-0.0043,-0.0053,1.3369266
LLM (DeepSeek),2025-12-11,COST,BUY,-0.0013,-0.0023,1.3338516
LLM (DeepSeek),2026-01-22,FCX,BUY,0.0033,0.0023,1.3369195
LLM (DeepSeek),2026-01-22,INTC,HOLD,-0.1373,-0.0,1.3369195
LLM (DeepSeek),2026-01-29,MA,BUY,0.02,0.019,1.362321
LLM (DeepSeek),2026-01-30,AXP,BUY,-0.0098,-0.0108,1.3476079
LLM (DeepSeek),2026-01-30,CL,HOLD,0.0406,0.0,1.3476079
LLM (DeepSeek),2026-01-30,CVX,BUY,0.0084,0.0074,1.3575802
LLM (DeepSeek),2026-01-30,XOM,BUY,-0.0126,-0.0136,1.3391171
LLM (DeepSeek),2026-02-01,NSRGY,HOLD,0.0244,0.0,1.3391171
LLM (DeepSeek),2026-02-01,RMSP.XC,HOLD,0.0,0.0,1.3391171
LLM (DeepSeek),2026-02-01,SHEL,BUY,-0.0129,-0.0139,1.3205034
LLM (DeepSeek),2026-02-01,SONY,BUY,-0.0005,-0.0015,1.3185226
LLM (DeepSeek),2026-02-04,UNP,SELL,0.0043,-0.0053,1.3115345
LLM (DeepSeek),2026-02-10,DDOG,BUY,0.0892,0.0882,1.4272118
LLM (DeepSeek),2026-02-10,DUK,BUY,0.0039,0.0029,1.4313507
LLM (DeepSeek),2026-02-11,SHOP,BUY,0.0916,0.0906,1.5610311
LLM (DeepSeek),2026-02-24,HD,SELL,0.0321,-0.0331,1.509361
LLM (DeepSeek),2026-03-05,COST,HOLD,-0.0158,-0.0,1.509361
LLM (DeepSeek),2026-03-12,ADBE,HOLD,-0.077,-0.0,1.509361
LLM (DeepSeek),2026-04-23,AXP,HOLD,-0.0021,-0.0,1.509361
LLM (DeepSeek),2026-04-23,FCX,SELL,-0.115,0.114,1.6814281
LLM (DeepSeek),2026-04-23,INTC,HOLD,0.2309,0.0,1.6814281
LLM (DeepSeek),2026-04-24,CL,SELL,0.01,-0.011,1.6629324
LLM (DeepSeek),2026-04-29,EBAY,HOLD,-0.0358,-0.0,1.6629324
LLM (DeepSeek),2026-04-30,MA,HOLD,-0.0395,-0.0,1.6629324
LLM (DeepSeek),2026-05-01,CVX,HOLD,-0.0104,-0.0,1.6629324
LLM (DeepSeek),2026-05-01,SHEL,HOLD,-0.0052,-0.0,1.6629324
LLM (DeepSeek),2026-05-01,XOM,HOLD,-0.0111,-0.0,1.6629324
LLM (DeepSeek),2026-05-05,DUK,HOLD,0.0114,0.0,1.6629324
LLM (DeepSeek),2026-05-05,SHOP,HOLD,-0.0902,-0.0,1.6629324
LLM (DeepSeek),2026-05-06,UNP,HOLD,0.0054,0.0,1.6629324
LLM (DeepSeek),2026-05-07,DDOG,BUY,0.3081,0.3071,2.1736189
LLM (DeepSeek),2026-05-19,HD,HOLD,-0.0265,-0.0,2.1736189
LLM (DeepSeek),2026-05-28,COST,HOLD,-0.0087,-0.0,2.1736189
LLM (DeepSeek),2026-06-11,ADBE,BUY,-0.075,-0.076,2.0084239
LLM (DeepSeek),2026-07-31,CL,HOLD,-0.0082,-0.0,2.0084239
LLM (DeepSeek),2026-08-01,SONY,HOLD,-0.0241,-0.0,2.0084239
baseline: always-long,2023-04-28,XOM,BUY,0.0036,0.0026,1.0026
baseline: always-long,2023-05-09,DUK,BUY,-0.0119,-0.0129,0.9896665
baseline: always-long,2023-07-28,XOM,BUY,-0.0029,-0.0039,0.9858068
baseline: always-long,2023-08-08,DUK,BUY,0.0069,0.0059,0.991623
baseline: always-long,2023-10-27,XOM,BUY,0.012,0.011,1.0025309
baseline: always-long,2023-11-02,DUK,BUY,-0.0004,-0.0014,1.0011273
baseline: always-long,2024-02-02,XOM,BUY,0.0133,0.0123,1.0134412
baseline: always-long,2024-02-08,DUK,BUY,-0.008,-0.009,1.0043202
baseline: always-long,2024-03-01,HEIA.AS,BUY,0.0049,0.0039,1.0082371
baseline: always-long,2024-04-26,XOM,BUY,-0.0192,-0.0202,0.9878707
baseline: always-long,2024-05-07,DUK,BUY,0.0058,0.0048,0.9926125
baseline: always-long,2024-07-01,HEIA.AS,BUY,0.0055,0.0045,0.9970792
baseline: always-long,2024-08-02,XOM,BUY,-0.0084,-0.0094,0.9877067
baseline: always-long,2024-08-06,DUK,BUY,0.0133,0.0123,0.9998555
baseline: always-long,2024-10-01,HEIA.AS,BUY,0.0005,-0.0005,0.9993555
baseline: always-long,2024-10-01,NSRGY,BUY,-0.0037,-0.0047,0.9946586
baseline: always-long,2024-11-01,XOM,BUY,0.027,0.026,1.0205197
baseline: always-long,2024-11-07,DUK,BUY,-0.0087,-0.0097,1.0106207
baseline: always-long,2025-01-31,XOM,BUY,0.0089,0.0079,1.0186046
baseline: always-long,2025-02-01,RMSP.XC,BUY,0.0,-0.001,1.017586
baseline: always-long,2025-02-13,DUK,BUY,-0.0092,-0.0102,1.0072066
baseline: always-long,2025-04-30,EBAY,BUY,0.0277,0.0267,1.034099
baseline: always-long,2025-05-02,XOM,BUY,0.0183,0.0173,1.0519889
baseline: always-long,2025-05-06,DUK,BUY,0.0104,0.0094,1.0618776
baseline: always-long,2025-07-01,RMSP.XC,BUY,-0.0039,-0.0049,1.0566744
baseline: always-long,2025-07-18,AXP,BUY,-0.0111,-0.0121,1.0438886
baseline: always-long,2025-07-23,FCX,BUY,-0.0249,-0.0259,1.0168519
baseline: always-long,2025-07-24,INTC,BUY,-0.0862,-0.0872,0.9281824
baseline: always-long,2025-07-30,EBAY,BUY,0.1372,0.1362,1.0546009
baseline: always-long,2025-07-31,MA,BUY,0.0169,0.0159,1.071369
baseline: always-long,2025-08-01,CVX,BUY,0.0059,0.0049,1.0766187
baseline: always-long,2025-08-01,SHEL,BUY,0.0047,0.0037,1.0806022
baseline: always-long,2025-08-01,XOM,BUY,0.0032,0.0022,1.0829796
baseline: always-long,2025-08-05,DUK,BUY,0.0225,0.0215,1.1062636
baseline: always-long,2025-08-07,DDOG,BUY,0.0788,0.0778,1.1923309
baseline: always-long,2025-08-19,HD,BUY,0.016,0.015,1.2102159
baseline: always-long,2025-08-21,UNP,BUY,-0.0009,-0.0019,1.2079165
baseline: always-long,2025-09-11,ADBE,BUY,0.0301,0.0291,1.2430669
baseline: always-long,2025-09-25,COST,BUY,-0.0188,-0.0198,1.2184541
baseline: always-long,2025-10-01,HEIA.AS,BUY,-0.0027,-0.0037,1.2139458
baseline: always-long,2025-10-01,RMSP.XC,BUY,0.0026,0.0016,1.2158882
baseline: always-long,2025-10-17,AXP,BUY,0.0287,0.0277,1.2495683
baseline: always-long,2025-10-23,INTC,BUY,0.0487,0.0477,1.3091727
baseline: always-long,2025-10-29,EBAY,BUY,-0.14,-0.141,1.1245793
baseline: always-long,2025-10-30,MA,BUY,-0.0054,-0.0064,1.117382
baseline: always-long,2025-10-31,CL,BUY,-0.0125,-0.0135,1.1022974
baseline: always-long,2025-10-31,CVX,BUY,0.0144,0.0134,1.1170681
baseline: always-long,2025-10-31,XOM,BUY,-0.0062,-0.0072,1.1090253
baseline: always-long,2025-11-01,SHEL,BUY,-0.0009,-0.0019,1.1069181
baseline: always-long,2025-11-01,SONY,BUY,0.0029,0.0019,1.1090212
baseline: always-long,2025-11-04,SHOP,BUY,-0.0571,-0.0581,1.0445871
baseline: always-long,2025-11-05,UNP,BUY,-0.0053,-0.0063,1.0380062
baseline: always-long,2025-11-06,DDOG,BUY,0.1543,0.1533,1.1971326
baseline: always-long,2025-11-07,DUK,BUY,0.0008,-0.0002,1.1968931
baseline: always-long,2025-11-18,HD,BUY,-0.0504,-0.0514,1.1353728
baseline: always-long,2025-12-10,ADBE,BUY,-0.0043,-0.0053,1.1293554
baseline: always-long,2025-12-11,COST,BUY,-0.0013,-0.0023,1.1267578
baseline: always-long,2026-01-22,FCX,BUY,0.0033,0.0023,1.1293494
baseline: always-long,2026-01-22,INTC,BUY,-0.1373,-0.1383,0.9731604
baseline: always-long,2026-01-29,MA,BUY,0.02,0.019,0.9916504
baseline: always-long,2026-01-30,AXP,BUY,-0.0098,-0.0108,0.9809406
baseline: always-long,2026-01-30,CL,BUY,0.0406,0.0396,1.0197858
baseline: always-long,2026-01-30,CVX,BUY,0.0084,0.0074,1.0273322
baseline: always-long,2026-01-30,XOM,BUY,-0.0126,-0.0136,1.0133605
baseline: always-long,2026-02-01,NSRGY,BUY,0.0244,0.0234,1.0370732
baseline: always-long,2026-02-01,RMSP.XC,BUY,0.0,-0.001,1.0360361
baseline: always-long,2026-02-01,SHEL,BUY,-0.0129,-0.0139,1.0216352
baseline: always-long,2026-02-01,SONY,BUY,-0.0005,-0.0015,1.0201027
baseline: always-long,2026-02-04,UNP,BUY,0.0043,0.0033,1.0234691
baseline: always-long,2026-02-10,DDOG,BUY,0.0892,0.0882,1.1137391
baseline: always-long,2026-02-10,DUK,BUY,0.0039,0.0029,1.1169689
baseline: always-long,2026-02-11,SHOP,BUY,0.0916,0.0906,1.2181663
baseline: always-long,2026-02-24,HD,BUY,0.0321,0.0311,1.2560512
baseline: always-long,2026-03-05,COST,BUY,-0.0158,-0.0168,1.2349496
baseline: always-long,2026-03-12,ADBE,BUY,-0.077,-0.078,1.1386235
baseline: always-long,2026-04-23,AXP,BUY,-0.0021,-0.0031,1.1350938
baseline: always-long,2026-04-23,FCX,BUY,-0.115,-0.116,1.0034229
baseline: always-long,2026-04-23,INTC,BUY,0.2309,0.2299,1.2341098
baseline: always-long,2026-04-24,CL,BUY,0.01,0.009,1.2452168
baseline: always-long,2026-04-29,EBAY,BUY,-0.0358,-0.0368,1.1993928
baseline: always-long,2026-04-30,MA,BUY,-0.0395,-0.0405,1.1508174
baseline: always-long,2026-05-01,CVX,BUY,-0.0104,-0.0114,1.1376981
baseline: always-long,2026-05-01,SHEL,BUY,-0.0052,-0.0062,1.1306444
baseline: always-long,2026-05-01,XOM,BUY,-0.0111,-0.0121,1.1169636
baseline: always-long,2026-05-05,DUK,BUY,0.0114,0.0104,1.12858
baseline: always-long,2026-05-05,SHOP,BUY,-0.0902,-0.0912,1.0256535
baseline: always-long,2026-05-06,UNP,BUY,0.0054,0.0044,1.0301664
baseline: always-long,2026-05-07,DDOG,BUY,0.3081,0.3071,1.3465305
baseline: always-long,2026-05-19,HD,BUY,-0.0265,-0.0275,1.3095009
baseline: always-long,2026-05-28,COST,BUY,-0.0087,-0.0097,1.2967987
baseline: always-long,2026-06-11,ADBE,BUY,-0.075,-0.076,1.198242
baseline: always-long,2026-07-31,CL,BUY,-0.0082,-0.0092,1.1872182
baseline: always-long,2026-08-01,SONY,BUY,-0.0241,-0.0251,1.157419
baseline: always-flat,2023-04-28,XOM,HOLD,0.0036,0.0,1.0
baseline: always-flat,2023-05-09,DUK,HOLD,-0.0119,-0.0,1.0
baseline: always-flat,2023-07-28,XOM,HOLD,-0.0029,-0.0,1.0
baseline: always-flat,2023-08-08,DUK,HOLD,0.0069,0.0,1.0
baseline: always-flat,2023-10-27,XOM,HOLD,0.012,0.0,1.0
baseline: always-flat,2023-11-02,DUK,HOLD,-0.0004,-0.0,1.0
baseline: always-flat,2024-02-02,XOM,HOLD,0.0133,0.0,1.0
baseline: always-flat,2024-02-08,DUK,HOLD,-0.008,-0.0,1.0
baseline: always-flat,2024-03-01,HEIA.AS,HOLD,0.0049,0.0,1.0
baseline: always-flat,2024-04-26,XOM,HOLD,-0.0192,-0.0,1.0
baseline: always-flat,2024-05-07,DUK,HOLD,0.0058,0.0,1.0
baseline: always-flat,2024-07-01,HEIA.AS,HOLD,0.0055,0.0,1.0
baseline: always-flat,2024-08-02,XOM,HOLD,-0.0084,-0.0,1.0
baseline: always-flat,2024-08-06,DUK,HOLD,0.0133,0.0,1.0
baseline: always-flat,2024-10-01,HEIA.AS,HOLD,0.0005,0.0,1.0
baseline: always-flat,2024-10-01,NSRGY,HOLD,-0.0037,-0.0,1.0
baseline: always-flat,2024-11-01,XOM,HOLD,0.027,0.0,1.0
baseline: always-flat,2024-11-07,DUK,HOLD,-0.0087,-0.0,1.0
baseline: always-flat,2025-01-31,XOM,HOLD,0.0089,0.0,1.0
baseline: always-flat,2025-02-01,RMSP.XC,HOLD,0.0,0.0,1.0
baseline: always-flat,2025-02-13,DUK,HOLD,-0.0092,-0.0,1.0
baseline: always-flat,2025-04-30,EBAY,HOLD,0.0277,0.0,1.0
baseline: always-flat,2025-05-02,XOM,HOLD,0.0183,0.0,1.0
baseline: always-flat,2025-05-06,DUK,HOLD,0.0104,0.0,1.0
baseline: always-flat,2025-07-01,RMSP.XC,HOLD,-0.0039,-0.0,1.0
baseline: always-flat,2025-07-18,AXP,HOLD,-0.0111,-0.0,1.0
baseline: always-flat,2025-07-23,FCX,HOLD,-0.0249,-0.0,1.0
baseline: always-flat,2025-07-24,INTC,HOLD,-0.0862,-0.0,1.0
baseline: always-flat,2025-07-30,EBAY,HOLD,0.1372,0.0,1.0
baseline: always-flat,2025-07-31,MA,HOLD,0.0169,0.0,1.0
baseline: always-flat,2025-08-01,CVX,HOLD,0.0059,0.0,1.0
baseline: always-flat,2025-08-01,SHEL,HOLD,0.0047,0.0,1.0
baseline: always-flat,2025-08-01,XOM,HOLD,0.0032,0.0,1.0
baseline: always-flat,2025-08-05,DUK,HOLD,0.0225,0.0,1.0
baseline: always-flat,2025-08-07,DDOG,HOLD,0.0788,0.0,1.0
baseline: always-flat,2025-08-19,HD,HOLD,0.016,0.0,1.0
baseline: always-flat,2025-08-21,UNP,HOLD,-0.0009,-0.0,1.0
baseline: always-flat,2025-09-11,ADBE,HOLD,0.0301,0.0,1.0
baseline: always-flat,2025-09-25,COST,HOLD,-0.0188,-0.0,1.0
baseline: always-flat,2025-10-01,HEIA.AS,HOLD,-0.0027,-0.0,1.0
baseline: always-flat,2025-10-01,RMSP.XC,HOLD,0.0026,0.0,1.0
baseline: always-flat,2025-10-17,AXP,HOLD,0.0287,0.0,1.0
baseline: always-flat,2025-10-23,INTC,HOLD,0.0487,0.0,1.0
baseline: always-flat,2025-10-29,EBAY,HOLD,-0.14,-0.0,1.0
baseline: always-flat,2025-10-30,MA,HOLD,-0.0054,-0.0,1.0
baseline: always-flat,2025-10-31,CL,HOLD,-0.0125,-0.0,1.0
baseline: always-flat,2025-10-31,CVX,HOLD,0.0144,0.0,1.0
baseline: always-flat,2025-10-31,XOM,HOLD,-0.0062,-0.0,1.0
baseline: always-flat,2025-11-01,SHEL,HOLD,-0.0009,-0.0,1.0
baseline: always-flat,2025-11-01,SONY,HOLD,0.0029,0.0,1.0
baseline: always-flat,2025-11-04,SHOP,HOLD,-0.0571,-0.0,1.0
baseline: always-flat,2025-11-05,UNP,HOLD,-0.0053,-0.0,1.0
baseline: always-flat,2025-11-06,DDOG,HOLD,0.1543,0.0,1.0
baseline: always-flat,2025-11-07,DUK,HOLD,0.0008,0.0,1.0
baseline: always-flat,2025-11-18,HD,HOLD,-0.0504,-0.0,1.0
baseline: always-flat,2025-12-10,ADBE,HOLD,-0.0043,-0.0,1.0
baseline: always-flat,2025-12-11,COST,HOLD,-0.0013,-0.0,1.0
baseline: always-flat,2026-01-22,FCX,HOLD,0.0033,0.0,1.0
baseline: always-flat,2026-01-22,INTC,HOLD,-0.1373,-0.0,1.0
baseline: always-flat,2026-01-29,MA,HOLD,0.02,0.0,1.0
baseline: always-flat,2026-01-30,AXP,HOLD,-0.0098,-0.0,1.0
baseline: always-flat,2026-01-30,CL,HOLD,0.0406,0.0,1.0
baseline: always-flat,2026-01-30,CVX,HOLD,0.0084,0.0,1.0
baseline: always-flat,2026-01-30,XOM,HOLD,-0.0126,-0.0,1.0
baseline: always-flat,2026-02-01,NSRGY,HOLD,0.0244,0.0,1.0
baseline: always-flat,2026-02-01,RMSP.XC,HOLD,0.0,0.0,1.0
baseline: always-flat,2026-02-01,SHEL,HOLD,-0.0129,-0.0,1.0
baseline: always-flat,2026-02-01,SONY,HOLD,-0.0005,-0.0,1.0
baseline: always-flat,2026-02-04,UNP,HOLD,0.0043,0.0,1.0
baseline: always-flat,2026-02-10,DDOG,HOLD,0.0892,0.0,1.0
baseline: always-flat,2026-02-10,DUK,HOLD,0.0039,0.0,1.0
baseline: always-flat,2026-02-11,SHOP,HOLD,0.0916,0.0,1.0
baseline: always-flat,2026-02-24,HD,HOLD,0.0321,0.0,1.0
baseline: always-flat,2026-03-05,COST,HOLD,-0.0158,-0.0,1.0
baseline: always-flat,2026-03-12,ADBE,HOLD,-0.077,-0.0,1.0
baseline: always-flat,2026-04-23,AXP,HOLD,-0.0021,-0.0,1.0
baseline: always-flat,2026-04-23,FCX,HOLD,-0.115,-0.0,1.0
baseline: always-flat,2026-04-23,INTC,HOLD,0.2309,0.0,1.0
baseline: always-flat,2026-04-24,CL,HOLD,0.01,0.0,1.0
baseline: always-flat,2026-04-29,EBAY,HOLD,-0.0358,-0.0,1.0
baseline: always-flat,2026-04-30,MA,HOLD,-0.0395,-0.0,1.0
baseline: always-flat,2026-05-01,CVX,HOLD,-0.0104,-0.0,1.0
baseline: always-flat,2026-05-01,SHEL,HOLD,-0.0052,-0.0,1.0
baseline: always-flat,2026-05-01,XOM,HOLD,-0.0111,-0.0,1.0
baseline: always-flat,2026-05-05,DUK,HOLD,0.0114,0.0,1.0
baseline: always-flat,2026-05-05,SHOP,HOLD,-0.0902,-0.0,1.0
baseline: always-flat,2026-05-06,UNP,HOLD,0.0054,0.0,1.0
baseline: always-flat,2026-05-07,DDOG,HOLD,0.3081,0.0,1.0
baseline: always-flat,2026-05-19,HD,HOLD,-0.0265,-0.0,1.0
baseline: always-flat,2026-05-28,COST,HOLD,-0.0087,-0.0,1.0
baseline: always-flat,2026-06-11,ADBE,HOLD,-0.075,-0.0,1.0
baseline: always-flat,2026-07-31,CL,HOLD,-0.0082,-0.0,1.0
baseline: always-flat,2026-08-01,SONY,HOLD,-0.0241,-0.0,1.0
